# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240701
# 종료일: 20240731
페이지 경로 및 화면 클래스,세션 새채널그룹,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/archives/14146,Organic Search,3,3,3,1,30,14,0,0
/global/archives/14302,Organic Search,3,5,3,1,29.666666666666668,13,0,0
/global/archives/14442,Direct,3,3,2,1.5,50,11,0,0
/global/archives/14541,Organic Search,3,3,2,1.5,166,13,0,0
/global/archives/14788,Organic Search,3,3,3,1,11.333333333333334,14,0,0
/global/archives/15204,Paid Search,3,2,1,3,53,11,0,0
/global/archives/15490,Referral,3,3,3,1,16,13,0,0
/global/archives/15574,Direct,3,2,2,1.5,123,12,0,0
/global/archives/15574,Referral,3,4,3,1,36.666666666666664,14,0,0
/global/archives/15865,Direct,3,4,2,1.5,23.5,11,0,0
/global/archives/15902,Organic Search,3,4,3,1,19.666666666666668,15,0,0
/global/archives/15964,Organic Search,3,4,2,1.5,35,12,0,0
/global/archives/16169,Direct,3,1,1,3,43,10,0,0
/global/archives/16480,Paid Search,3,2,2,1.5,0,9,0,0
/global/archives/16583,Organic Search,3,3,3,1,41,13,0,0
/global/archives/16738,Organic Search,3,3,3,1,68,15,0,0
/global/archives/16810,Organic Search,3,3,2,1.5,11.5,12,0,0
/global/archives/16834,Organic Social,3,4,3,1,33.333333333333336,11,0,0
/global/archives/16904,Organic Search,3,3,2,1.5,42.5,12,0,0
/global/archives/16925,Organic Search,3,3,3,1,13.333333333333334,11,0,0
/global/archives/16970,Direct,3,3,3,1,49.666666666666664,12,0,0
/global/archives/17144,Direct,3,2,2,1.5,22,12,0,0
/global/archives/17446,Referral,3,3,3,1,11.333333333333334,12,0,0
/global/archives/17569,Referral,3,3,3,1,118.33333333333333,14,0,0
/global/archives/17978,Referral,3,3,3,1,26.333333333333332,10,0,0
/global/archives/17989,Organic Social,3,4,3,1,9,14,0,0
/global/archives/18022,Direct,3,3,3,1,1.3333333333333333,14,0,0
/global/archives/18076,Organic Search,3,4,3,1,1,13,0,0
/global/archives/18500,Organic Social,3,3,3,1,6.333333333333333,10,0,0
/global/archives/2212,Organic Search,3,4,3,1,87.33333333333333,17,0,0
/global/archives/2490,Organic Search,3,3,3,1,38.666666666666664,13,0,0
/global/archives/303,Organic Search,3,2,2,1.5,3.5,11,0,0
/global/archives/3123,Organic Search,3,4,3,1,14.333333333333334,16,0,0
/global/archives/3177,Organic Search,3,2,2,1.5,56.5,11,0,0
/global/archives/3786,Organic Search,3,2,2,1.5,23,15,0,0
/global/archives/4146,Organic Search,3,4,3,1,71,14,0,0
/global/archives/4309,Organic Search,3,3,3,1,20,14,0,0
/global/archives/4612,Direct,3,1,1,3,101,14,0,0
/global/archives/4705,Organic Search,3,3,3,1,10,14,0,0
/global/archives/4728,Direct,3,3,3,1,0,10,0,0
/global/archives/4751,Unassigned,3,1,1,3,5,8,0,0
/global/archives/5129,Organic Search,3,5,2,1.5,19.5,15,0,0
/global/archives/5234,Organic Search,3,3,3,1,51.666666666666664,14,0,0
/global/archives/5357,Organic Search,3,3,3,1,20.333333333333332,13,0,0
/global/archives/5609,Organic Search,3,2,2,1.5,13.5,13,0,0
/global/archives/6150,Referral,3,3,3,1,50,14,0,0
/global/archives/6216,Referral,3,3,3,1,3,14,0,0
/global/archives/6436,Organic Search,3,3,3,1,7.666666666666667,12,0,0
/global/archives/6658,Organic Search,3,5,2,1.5,59,13,0,0
/global/archives/6734,Organic Search,3,3,3,1,117.66666666666667,14,0,0
/global/archives/736,Organic Search,3,3,3,1,15.666666666666666,12,0,0
/global/archives/7379,Referral,3,3,2,1.5,14,13,0,0
/global/archives/7633,Direct,3,3,3,1,2,13,0,0
/global/archives/7761,Direct,3,3,3,1,3.3333333333333335,13,0,0
/global/archives/7784,Organic Search,3,3,2,1.5,15.5,15,0,0
/global/archives/7991,Organic Search,3,3,3,1,44.333333333333336,12,0,0
/global/archives/8087,Organic Search,3,4,3,1,19,14,0,0
/global/archives/8105,Organic Search,3,2,2,1.5,17.5,10,0,0
/global/archives/8152,Organic Search,3,4,3,1,10.666666666666666,16,0,0
/global/archives/8310,Organic Search,3,2,2,1.5,28.5,9,0,0
/global/archives/8360,Referral,3,2,1,3,267,13,0,0
/global/archives/8383,Organic Search,3,3,3,1,10.666666666666666,15,0,0
/global/archives/878,Direct,3,3,3,1,10.666666666666666,12,0,0
/global/archives/9286,Organic Search,3,3,2,1.5,703.5,11,0,0
/global/archives/9310,Organic Search,3,3,3,1,17.333333333333332,14,0,0
/global/archives/9480,Organic Search,3,4,3,1,0,12,0,0
/global/archives/9509,Direct,3,3,3,1,6,13,0,0
/global/archives/9682,Organic Search,3,5,2,1.5,18.5,11,0,0
/global/archives/9786,Organic Search,3,3,3,1,272,12,0,0
/global/archives/9951,Organic Search,3,3,2,1.5,15,11,0,0
/global/archives/category/insight/trend_report,Organic Social,3,4,1,3,4,13,0,0
/global/archives/category/social-value/csr-program,Direct,3,3,3,1,9.333333333333334,14,0,0
/global/archives/tag/1-4-butanediol,Organic Search,3,1,1,3,14,13,0,0
/global/archives/tag/airrane,Organic Search,3,1,1,3,10,11,0,0
/global/archives/tag/autosilicon,Organic Search,3,2,2,1.5,6.5,13,0,0
/global/archives/tag/battery-plant,Organic Search,3,1,1,3,35,14,0,0
/global/archives/tag/biodiversity,Organic Search,3,2,2,1.5,2.5,12,0,0
/global/archives/tag/blueovalsk,Organic Search,3,2,2,1.5,21,12,0,0
/global/archives/tag/carbon-capture,Organic Search,3,3,3,1,21.333333333333332,14,0,0
/global/archives/tag/carbon-capture-and-storage,Organic Search,3,1,1,3,40,11,0,0
/global/archives/tag/energy-company,Organic Search,3,2,2,1.5,4,11,0,0
/global/archives/tag/ev-batteries,Organic Search,3,5,3,1,3,14,0,0
/global/archives/tag/global-forum,Organic Search,3,3,3,1,11.666666666666666,14,0,0
/global/archives/tag/hr-manager,Organic Search,3,2,1,3,26,14,0,0
/global/archives/tag/hungary,Organic Search,3,3,3,1,19.666666666666668,14,0,0
/global/archives/tag/hyundai-mobis,Organic Search,3,4,3,1,6,17,0,0
/global/archives/tag/kentucky,Organic Search,3,4,3,1,13,15,0,0
/global/archives/tag/pbt,Organic Search,3,1,1,3,19,12,0,0
/global/archives/tag/plastic-energy,Organic Search,3,2,2,1.5,6.5,13,0,0
/global/archives/tag/prismatic,Organic Search,3,4,3,1,2,13,0,0
/global/archives/tag/pta,Organic Search,3,2,2,1.5,8.5,15,0,0
/global/archives/tag/singapore,Organic Search,3,2,2,1.5,9,13,0,0
/global/archives/tag/sk-innovations-institute-of-environmental-science-technology,Organic Search,3,3,3,1,8.666666666666666,16,0,0
/global/archives/tag/skbm,Organic Search,3,3,3,1,4.333333333333333,13,0,0
/global/archives/tag/smr,Organic Search,3,3,3,1,15.333333333333334,13,0,0
/global/archives/tag/tesla,Organic Search,3,2,2,1.5,8.5,13,0,0
/global/archives/tag/vinfast,Organic Search,3,3,3,1,6.666666666666667,15,0,0
/global/archives/tag/中国,Organic Search,3,3,3,1,23.333333333333332,15,0,0
/global/family-site-links,Direct,3,3,3,1,0,11,0,0
/global/terms-and-conditions,Paid Search,3,2,1,3,16,10,0,0
/global/404,Direct,2,1,1,2,7,9,0,0
/global/archives/10328,Organic Search,2,1,1,2,117,8,0,0
/global/archives/10445,Organic Search,2,2,2,1,30,10,0,0
/global/archives/10460,Direct,2,2,2,1,6.5,9,0,0
/global/archives/10570,Organic Search,2,2,2,1,38,8,0,0
/global/archives/10746,Organic Search,2,2,2,1,126,9,0,0
/global/archives/10897,Direct,2,2,2,1,47,8,0,0
/global/archives/10939,Direct,2,2,2,1,0,5,0,0
/global/archives/10985,Direct,2,2,2,1,6,9,0,0
/global/archives/10985,Organic Social,2,2,2,1,45,7,0,0
/global/archives/11010,Organic Search,2,3,2,1,19,11,0,0
/global/archives/1114,Organic Search,2,2,2,1,23,12,0,0
/global/archives/11147,Organic Search,2,2,2,1,10,10,0,0
/global/archives/11214,Organic Search,2,3,2,1,21,12,0,0
/global/archives/11400,Direct,2,2,2,1,7,9,0,0
/global/archives/11475,Direct,2,2,2,1,0,6,0,0
/global/archives/11512,Organic Search,2,2,1,2,90,10,0,0
/global/archives/11573,Organic Search,2,1,1,2,0,6,0,0
/global/archives/1175,Organic Search,2,2,2,1,0.5,6,0,0
/global/archives/11807,Direct,2,2,2,1,0,8,0,0
/global/archives/11853,Referral,2,3,1,2,33,7,0,0
/global/archives/11992,Organic Search,2,2,2,1,3,9,0,0
/global/archives/12008,Referral,2,1,1,2,213,7,0,0
/global/archives/12147,Direct,2,3,2,1,12,11,0,0
/global/archives/12220,Referral,2,2,1,2,42,9,0,0
/global/archives/12237,Direct,2,2,2,1,4,8,0,0
/global/archives/12373,Organic Search,2,2,2,1,27.5,10,0,0
/global/archives/12471,Organic Search,2,3,2,1,2.5,9,0,0
/global/archives/12475,Organic Search,2,1,1,2,188,7,0,0
/global/archives/1257,Organic Search,2,3,2,1,37.5,11,0,0
/global/archives/12610,Organic Search,2,3,2,1,27,11,0,0
/global/archives/12688,Organic Search,2,2,2,1,42,9,0,0
/global/archives/12688,Referral,2,1,1,2,40,6,0,0
/global/archives/12878,Referral,2,2,2,1,590.5,7,0,0
/global/archives/12891,Organic Search,2,1,1,2,23,9,0,0
/global/archives/12950,Direct,2,2,2,1,0,7,0,0
/global/archives/12950,Referral,2,2,2,1,19.5,9,0,0
/global/archives/13184,Direct,2,2,2,1,19,9,0,0
/global/archives/1321,Organic Search,2,2,2,1,29,9,0,0
/global/archives/13313,Organic Search,2,4,2,1,88.5,8,0,0
/global/archives/13374,Direct,2,2,2,1,0,8,0,0
/global/archives/13437,Organic Search,2,2,2,1,79,10,0,0
/global/archives/13443,Direct,2,2,2,1,16.5,7,0,0
/global/archives/1353/200724_맹그로브_카드뉴스_07-2,Organic Search,2,2,2,1,3.5,11,0,0
/global/archives/13595/3-5-2,Organic Search,2,1,1,2,4,8,0,0
/global/archives/13748,Referral,2,2,2,1,16.5,7,0,0
/global/archives/13879,Organic Search,2,2,2,1,28,10,0,0
/global/archives/13932,Organic Search,2,2,2,1,65,8,0,0
/global/archives/1399,Referral,2,1,1,2,35,6,0,0
/global/archives/14065,Referral,2,2,2,1,14,8,0,0
/global/archives/14083,Direct,2,2,2,1,0,6,0,0
/global/archives/14179,Organic Social,2,2,2,1,0,8,0,0
/global/archives/14243,Direct,2,2,2,1,8,7,0,0
/global/archives/14264,Direct,2,1,1,2,71,9,0,0
/global/archives/14309,Referral,2,1,1,2,17,7,0,0
/global/archives/14442,Organic Search,2,3,1,2,0,8,0,0
/global/archives/14634,Direct,2,3,2,1,0,9,0,0
/global/archives/14668,Organic Search,2,2,2,1,8,9,0,0
/global/archives/14690,Organic Search,2,2,1,2,9,8,0,0
/global/archives/14755를,Organic Search,2,2,2,1,2.5,10,0,0
/global/archives/14788,Direct,2,2,1,2,0,5,0,0
/global/archives/14803,Organic Search,2,2,2,1,8.5,8,0,0
/global/archives/15204,Direct,2,2,2,1,0,6,0,0
/global/archives/15497,Organic Search,2,2,2,1,9,7,0,0
/global/archives/15497,Organic Social,2,1,1,2,2,6,0,0
/global/archives/15497/skipc_하계봉사8_기부어북,Organic Search,2,2,2,1,2,10,0,0
/global/archives/15592,Direct,2,1,1,2,15,9,0,0
/global/archives/15865,Paid Search,2,2,1,2,0,7,0,0
/global/archives/16005,Organic Search,2,2,2,1,27.5,9,0,0
/global/archives/16041,Organic Search,2,2,1,2,12,7,0,0
/global/archives/16154,Direct,2,2,1,2,0,7,0,0
/global/archives/16187,Organic Search,2,2,2,1,6,9,0,0
/global/archives/16286,Referral,2,1,1,2,36,8,0,0
/global/archives/16308,Organic Search,2,2,2,1,13,9,0,0
/global/archives/16376,Referral,2,2,2,1,7.5,7,0,0
/global/archives/16532,Organic Social,2,2,2,1,17,6,0,0
/global/archives/16532,Paid Search,2,2,1,2,14,7,0,0
/global/archives/16613,Direct,2,2,2,1,6,8,0,0
/global/archives/16952,Direct,2,2,2,1,7.5,8,0,0
/global/archives/16970,Referral,2,2,2,1,34,7,0,0
/global/archives/16980,Direct,2,2,2,1,2.5,9,0,0
/global/archives/17022,Direct,2,2,2,1,118.5,8,0,0
/global/archives/1703,Direct,2,1,1,2,2,7,0,0
/global/archives/17047/4-sk이노베이션_ces2024_sk원더랜드_sk-wonderland_판타스틱아일랜드_1,Organic Search,2,2,2,1,2,10,0,0
/global/archives/17144,Referral,2,1,1,2,16,8,0,0
/global/archives/17169,Referral,2,2,1,2,17,7,0,0
/global/archives/17292,Direct,2,2,2,1,12,7,0,0
/global/archives/1744,Organic Search,2,3,2,1,0.5,11,0,0
/global/archives/17446,Direct,2,2,2,1,7,7,0,0
/global/archives/17476,Direct,2,2,2,1,41.5,9,0,0
/global/archives/17737,Organic Social,2,2,2,1,263.5,9,0,0
/global/archives/17737,Referral,2,2,2,1,28.5,7,0,0
/global/archives/17844,Direct,2,2,2,1,2.5,9,0,0
/global/archives/17844,Referral,2,3,2,1,21.5,9,0,0
/global/archives/17863,Referral,2,2,2,1,6,6,0,0
/global/archives/17893,Organic Search,2,3,2,1,20,11,0,0
/global/archives/18022,Organic Social,2,2,1,2,1,8,0,0
/global/archives/18065,Organic Social,2,3,2,1,23.5,10,0,0
/global/archives/18167,Referral,2,2,2,1,1.5,8,0,0
/global/archives/18332,Organic Social,2,3,3,0.6666666666666666,33.666666666666664,9,0,0
/global/archives/2241,Organic Search,2,3,2,1,3.5,10,0,0
/global/archives/2535,Organic Search,2,2,2,1,0,8,0,0
/global/archives/2576,Organic Search,2,1,1,2,170,9,0,0
/global/archives/2860,Organic Search,2,3,1,2,0,9,0,0
/global/archives/3464,Direct,2,2,2,1,0,8,0,0
/global/archives/3473,Organic Search,2,3,2,1,0,10,0,0
/global/archives/356,Organic Search,2,3,2,1,0,8,0,0
/global/archives/3709,Referral,2,3,2,1,43.5,11,0,0
/global/archives/3731,Organic Search,2,2,2,1,4.5,10,0,0
/global/archives/3859,Organic Search,2,2,2,1,35.5,8,0,0
/global/archives/4110,Organic Search,2,2,2,1,17,11,0,0
/global/archives/4193,Organic Search,2,2,2,1,24,11,0,0
/global/archives/4415,Direct,2,2,2,1,48,9,0,0
/global/archives/4518,Direct,2,1,1,2,3,7,0,0
/global/archives/4585,Organic Search,2,3,2,1,6.5,7,0,0
/global/archives/497,Organic Search,2,3,2,1,15.5,10,0,0
/global/archives/5146,Direct,2,2,2,1,10,11,0,0
/global/archives/5247,Organic Search,2,2,2,1,5,10,0,0
/global/archives/564,Direct,2,2,2,1,0,7,0,0
/global/archives/5721,Direct,2,2,1,2,3,8,0,0
/global/archives/5893,Organic Search,2,3,2,1,33,11,0,0
/global/archives/5994,Organic Search,2,2,2,1,1.5,7,0,0
/global/archives/6253,Direct,2,2,2,1,29,10,0,0
/global/archives/6343,Direct,2,2,2,1,14.5,9,0,0
/global/archives/6414,Organic Search,2,2,2,1,25.5,10,0,0
/global/archives/6504,Organic Search,2,2,2,1,10,7,0,0
/global/archives/6517,Organic Search,2,3,2,1,4,10,0,0
/global/archives/6683,Organic Search,2,2,2,1,68,10,0,0
/global/archives/6760,Organic Search,2,2,2,1,67.5,10,0,0
/global/archives/6971,Organic Search,2,2,2,1,8.5,7,0,0
/global/archives/7292,Referral,2,2,2,1,9,6,0,0
/global/archives/736,Direct,2,1,1,2,0,6,0,0
/global/archives/7476,Direct,2,2,1,2,0,7,0,0
/global/archives/7555,Organic Search,2,2,1,2,12,8,0,0
/global/archives/7919,Organic Search,2,1,1,2,69,8,0,0
/global/archives/7991,Referral,2,1,1,2,198,8,0,0
/global/archives/8046,Direct,2,1,1,2,4,6,0,0
/global/archives/8046,Organic Search,2,3,2,1,29.5,9,0,0
/global/archives/8046,Referral,2,2,2,1,260.5,10,0,0
/global/archives/8255,Organic Search,2,2,2,1,28,11,0,0
/global/archives/8298,Organic Search,2,2,2,1,10.5,10,0,0
/global/archives/8463,Organic Search,2,1,1,2,0,7,0,0
/global/archives/8599,Organic Search,2,2,2,1,57.5,8,0,0
/global/archives/8604,Organic Search,2,2,2,1,20.5,9,0,0
/global/archives/8829,Organic Search,2,2,2,1,10,8,0,0
/global/archives/9096,Referral,2,4,2,1,55,8,0,0
/global/archives/9129,Organic Search,2,2,2,1,14,8,0,0
/global/archives/9264,Organic Search,2,2,2,1,38.5,10,0,0
/global/archives/9616,Organic Search,2,1,1,2,9,8,0,0
/global/archives/9648,Organic Search,2,2,2,1,0,6,0,0
/global/archives/9715,Organic Search,2,3,2,1,4.5,7,0,0
/global/archives/9837,Organic Search,2,2,2,1,3.5,9,0,0
/global/archives/9951,Referral,2,1,1,2,78,8,0,0
/global/archives/9978,Direct,2,1,1,2,51,7,0,0
/global/archives/category/ces/ces-2022-ces-2022,Direct,2,2,2,1,0,8,0,0
/global/archives/category/ces/ces-2022-ces-2022,Organic Search,2,2,2,1,4.5,7,0,0
/global/archives/category/ces/ces-2023,Organic Search,2,2,2,1,2.5,9,0,0
/global/archives/category/corporate/sk-energy,Direct,2,2,1,2,6,9,0,0
/global/archives/category/corporate/sk-innovation,Organic Search,2,1,1,2,49,7,0,0
/global/archives/category/corporates/sk-earthon,Organic Social,2,2,2,1,29.5,8,0,0
/global/archives/category/corporates/sk-on,Organic Social,2,2,2,1,31,7,0,0
/global/archives/category/insight/expert-voice,Organic Social,2,2,2,1,8.5,8,0,0
/global/archives/category/insight/expert-voice,Referral,2,2,2,1,13,8,0,0
/global/archives/category/people/sustainability,Unassigned,2,1,1,2,19,8,0,0
/global/archives/category/press-room/financial-results,Organic Social,2,3,3,0.6666666666666666,8.666666666666666,9,0,0
/global/archives/category/social-value/opinions,Organic Search,2,1,1,2,36,8,0,0
/global/archives/tag/2022-esg-report,Organic Search,2,1,1,2,26,7,0,0
/global/archives/tag/advanced-plastic-recycling-cluster,Organic Search,2,1,1,2,13,8,0,0
/global/archives/tag/app-group,Organic Search,2,1,1,2,23,9,0,0
/global/archives/tag/arc,Organic Search,2,2,2,1,6,10,0,0
/global/archives/tag/australia,Organic Search,2,2,1,2,48,10,0,0
/global/archives/tag/batteries,Referral,2,1,1,2,13,8,0,0
/global/archives/tag/battery-monitoring-integrated-circuit,Organic Search,2,1,1,2,47,8,0,0
/global/archives/tag/bio-aviation-fuel,Organic Search,2,1,1,2,7,8,0,0
/global/archives/tag/biofuel,Organic Search,2,1,1,2,320,6,0,0
/global/archives/tag/block-17-03,Organic Search,2,2,2,1,8.5,11,0,0
/global/archives/tag/ccs,Organic Search,2,2,2,1,4,8,0,0
/global/archives/tag/ccu,Organic Search,2,1,1,2,9,9,0,0
/global/archives/tag/cic,Organic Search,2,2,2,1,1.5,9,0,0
/global/archives/tag/depolymerization,Organic Search,2,2,2,1,8,10,0,0
/global/archives/tag/earnings,Organic Search,2,1,1,2,4,8,0,0
/global/archives/tag/ecopro,Organic Search,2,2,2,1,5.5,10,0,0
/global/archives/tag/electric-vehicles,Organic Search,2,2,2,1,9,9,0,0
/global/archives/tag/energy-company,Direct,2,2,2,1,3,7,0,0
/global/archives/tag/ev,Organic Search,2,2,2,1,2,8,0,0
/global/archives/tag/f-150,Organic Search,2,1,1,2,15,9,0,0
/global/archives/tag/grc,Organic Search,2,1,1,2,11,8,0,0
/global/archives/tag/happy-elephant,Direct,2,1,1,2,0,4,0,0
/global/archives/tag/indeung-mountain,Organic Search,2,1,1,2,13,9,0,0
/global/archives/tag/infinium,Organic Search,2,2,2,1,3,9,0,0
/global/archives/tag/inobus,Organic Search,2,2,2,1,4,10,0,0
/global/archives/tag/interbattery-2023,Organic Search,2,2,2,1,4.5,8,0,0
/global/archives/tag/ioniq-5,Organic Search,2,2,2,1,9,8,0,0
/global/archives/tag/kolon,Organic Search,2,2,1,2,0,8,0,0
/global/archives/tag/lee-seong-jun,Organic Search,2,2,2,1,2,10,0,0
/global/archives/tag/lfp,Organic Search,2,2,2,1,7,10,0,0
/global/archives/tag/libs,Direct,2,2,2,1,1,7,0,0
/global/archives/tag/lithium-metal-batteries,Organic Search,2,1,1,2,9,8,0,0
/global/archives/tag/mbwa,Organic Search,2,2,2,1,14,11,0,0
/global/archives/tag/mdi,Organic Search,2,1,1,2,6,8,0,0
/global/archives/tag/meatless-farm,Organic Search,2,2,2,1,3,10,0,0
/global/archives/tag/ncm9,Referral,2,1,1,2,39,6,0,0
/global/archives/tag/netruck,Direct,2,1,1,2,6,8,0,0
/global/archives/tag/oil,Direct,2,2,2,1,12.5,9,0,0
/global/archives/tag/orevac,Organic Search,2,1,1,2,121,9,0,0
/global/archives/tag/plogging,Direct,2,2,2,1,10,8,0,0
/global/archives/tag/pyrolysis,Organic Search,2,2,2,1,4.5,6,0,0
/global/archives/tag/samsung-heavy-industry,Organic Search,2,1,1,2,26,10,0,0
/global/archives/tag/seosan,Organic Search,2,2,2,1,23,12,0,0
/global/archives/tag/shanghai,Organic Search,2,2,2,1,3.5,10,0,0
/global/archives/tag/sk-global-chemical,Organic Search,2,3,2,1,6.5,10,0,0
/global/archives/tag/sk-hynix,Organic Search,2,1,1,2,1,7,0,0
/global/archives/tag/sk-innovation,Direct,2,2,2,1,6,8,0,0
/global/archives/tag/sk-innovation,Organic Social,2,2,2,1,37.5,7,0,0
/global/archives/tag/sk-on-hungary-skoh-and-sk-battery-manufacturing,Direct,2,2,1,2,18,9,0,0
/global/archives/tag/skba,Referral,2,1,1,2,23,7,0,0
/global/archives/tag/skea,Organic Search,2,3,2,1,14.5,11,0,0
/global/archives/tag/skeo-hcm,Organic Search,2,2,2,1,19,7,0,0
/global/archives/tag/skgc,Organic Search,2,2,1,2,8,9,0,0
/global/archives/tag/skle,Organic Search,2,2,2,1,3,9,0,0
/global/archives/tag/small-modular-reactor,Organic Search,2,1,1,2,4,9,0,0
/global/archives/tag/smart-plant-solutions,Organic Search,2,2,2,1,12,9,0,0
/global/archives/tag/spinoff,Organic Search,2,2,2,1,8,10,0,0
/global/archives/tag/sustainability-report,Organic Search,2,1,1,2,9,8,0,0
/global/archives/tag/turkey,Direct,2,2,2,1,0,9,0,0
/global/archives/tag/united-nations,Organic Search,2,1,1,2,0,5,0,0
/global/archives/tag/中韩石化,Organic Search,2,2,2,1,6,10,0,0
/global/privacy-policy,Referral,2,3,2,1,1.5,8,0,0
/global/sustainability-report,Referral,2,2,2,1,7,8,0,0
/global/who-we-are,Direct,2,2,2,1,0,7,0,0
/X8GiwUvq5b5SG7Y9A,Direct,1,1,1,1,0,2,0,0
/global/**,Referral,1,1,1,1,1,5,0,0
/global/archives,Direct,1,1,1,1,2,6,0,0
/global/archives/,Referral,1,1,1,1,4,6,0,0
/global/archives/10031,Organic Search,1,1,1,1,61,6,0,0
/global/archives/10133,Direct,1,1,1,1,87,4,0,0
/global/archives/10159,Organic Search,1,1,1,1,21,5,0,0
/global/archives/10206,Organic Search,1,1,1,1,33,4,0,0
/global/archives/10276,Organic Search,1,1,1,1,20,4,0,0
/global/archives/10310,Direct,1,1,1,1,18,6,0,0
/global/archives/10310,Organic Search,1,1,1,1,42,4,0,0
/global/archives/10322,Organic Search,1,1,1,1,18,5,0,0
/global/archives/10326,Organic Search,1,1,1,1,17,4,0,0
/global/archives/10610,Direct,1,1,1,1,8,5,0,0
/global/archives/10654,Direct,1,1,1,1,0,4,0,0
/global/archives/10654,Referral,1,1,1,1,109,3,0,0
/global/archives/10680,Organic Search,1,2,1,1,0,5,0,0
/global/archives/10697,Organic Search,1,1,1,1,5,5,0,0
/global/archives/10767,Direct,1,2,1,1,0,6,0,0
/global/archives/10842,Direct,1,1,1,1,28,5,0,0
/global/archives/10842,Organic Search,1,1,1,1,15,5,0,0
/global/archives/10845/카드뉴스_p3,Organic Search,1,1,1,1,6,3,0,0
/global/archives/10872,Direct,1,1,1,1,44,3,0,0
/global/archives/10897,Referral,1,1,1,1,8,3,0,0
/global/archives/10913,Referral,1,1,1,1,14,3,0,0
/global/archives/11037,Direct,1,1,1,1,0,4,0,0
/global/archives/11058,Organic Search,1,1,1,1,3,5,0,0
/global/archives/11161,Referral,1,1,1,1,82,5,0,0
/global/archives/11189,Referral,1,1,1,1,39,4,0,0
/global/archives/11237,Direct,1,1,1,1,0,4,0,0
/global/archives/1131,Organic Search,1,1,1,1,0,4,0,0
/global/archives/11376,Organic Search,1,1,1,1,39,3,0,0
/global/archives/11400,Referral,1,1,1,1,38,4,0,0
/global/archives/11415,Direct,1,1,1,1,0,4,0,0
/global/archives/11475,Organic Search,1,1,1,1,10,6,0,0
/global/archives/11596,Direct,1,1,1,1,9,4,0,0
/global/archives/11623,Direct,1,1,1,1,0,1,0,0
/global/archives/11623,Organic Search,1,1,1,1,0,4,0,0
/global/archives/11683,Referral,1,1,1,1,110,5,0,0
/global/archives/11830,Direct,1,1,1,1,37,4,0,0
/global/archives/11830,Organic Search,1,1,1,1,20,4,0,0
/global/archives/11830,Referral,1,1,1,1,17,4,0,0
/global/archives/11889,Organic Search,1,2,1,1,12,5,0,0
/global/archives/11937,Organic Search,1,1,1,1,30,4,0,0
/global/archives/11955,Direct,1,1,1,1,0,4,0,0
/global/archives/11980,Direct,1,1,1,1,14,5,0,0
/global/archives/11980,Organic Search,1,1,1,1,112,5,0,0
/global/archives/11992,Direct,1,1,1,1,0,4,0,0
/global/archives/12125,Organic Search,1,1,1,1,3,5,0,0
/global/archives/12147,Referral,1,1,1,1,16,3,0,0
/global/archives/12237,Organic Search,1,1,1,1,1,2,0,0
/global/archives/12269,Direct,1,1,1,1,6,4,0,0
/global/archives/12269,Referral,1,1,1,1,38,4,0,0
/global/archives/12293,Organic Search,1,2,1,1,0,4,0,0
/global/archives/12319,Direct,1,1,1,1,38,3,0,0
/global/archives/12349,Organic Search,1,1,1,1,62,4,0,0
/global/archives/12460,Direct,1,1,1,1,0,3,0,0
/global/archives/12471,Referral,1,1,1,1,26,3,0,0
/global/archives/12483,Organic Search,1,1,1,1,11,5,0,0
/global/archives/1257,Referral,1,1,1,1,87,3,0,0
/global/archives/12603,Direct,1,1,1,1,8,4,0,0
/global/archives/12603,Organic Search,1,1,1,1,10,4,0,0
/global/archives/12667,Organic Social,1,1,1,1,47,4,0,0
/global/archives/12928,Referral,1,1,1,1,35,4,0,0
/global/archives/13153,Organic Search,1,1,1,1,1,4,0,0
/global/archives/13313,Direct,1,2,1,1,0,6,0,0
/global/archives/13327,Direct,1,1,1,1,0,4,0,0
/global/archives/13329,Referral,1,1,1,1,26,4,0,0
/global/archives/1337,Organic Search,1,1,1,1,644,5,0,0
/global/archives/13413,Direct,1,1,1,1,12,4,0,0
/global/archives/13413,Organic Search,1,1,1,1,6,5,0,0
/global/archives/13478,Direct,1,1,1,1,55,3,0,0
/global/archives/13513,Referral,1,1,1,1,80,3,0,0
/global/archives/13544,Organic Search,1,1,1,1,5,5,0,0
/global/archives/13544,Referral,1,1,1,1,17,4,0,0
/global/archives/13595,Referral,1,1,1,1,71,4,0,0
/global/archives/13667,Referral,1,1,1,1,9,4,0,0
/global/archives/13669,Referral,1,1,1,1,27,4,0,0
/global/archives/13748,Direct,1,2,1,1,0,6,0,0
/global/archives/13780,Referral,1,1,1,1,11,4,0,0
/global/archives/13795,Referral,1,1,1,1,20,4,0,0
/global/archives/13804,Referral,1,1,1,1,7,4,0,0
/global/archives/13850,Referral,1,1,1,1,55,4,0,0
/global/archives/13879,Referral,1,1,1,1,13,4,0,0
/global/archives/13881,Referral,1,1,1,1,6,4,0,0
/global/archives/13932,Direct,1,1,1,1,74,5,0,0
/global/archives/13932,Referral,1,1,1,1,17,4,0,0
