# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: SK이노베이션(한글)
# 속성: SK이노베이션 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20241001
# 종료일: 20241031
페이지 경로 및 화면 클래스,조회수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총수익
/archives/tag/비즈니스모델혁신,2,2,1,1,8,0,0
/archives/tag/사무실,2,1,2,5,7,0,0
/archives/tag/생물다양성-보존,2,2,1,3,11,0,0
/archives/tag/서산배터리-제2-공장,2,1,2,6,9,0,0
/archives/tag/석유화학제품,2,1,2,3,10,0,0
/archives/tag/선바오,2,2,1,6,11,0,0
/archives/tag/소식지,2,1,2,4,8,0,0
/archives/tag/수소충전형-연료전지,2,1,2,22,9,0,0
/archives/tag/순환경제,2,1,2,13,7,0,0
/archives/tag/쉐코아크,2,1,2,4,9,0,0
/archives/tag/슈퍼마켓,2,1,2,0,8,0,0
/archives/tag/신입사원,2,2,1,7.5,9,0,0
/archives/tag/심기신수련,2,2,1,3,9,0,0
/archives/tag/애자일,2,1,2,44,9,0,0
/archives/tag/업사이클링,2,2,1,21.5,8,0,0
/archives/tag/에너지-트랜지션,2,2,1,10.5,12,0,0
/archives/tag/연혁,2,1,2,6,7,0,0
/archives/tag/원유-수입,2,2,1,3.5,7,0,0
/archives/tag/유엔환경계획-한국협회,2,1,2,2,7,0,0
/archives/tag/윤활기유,2,1,2,18,9,0,0
/archives/tag/윤회,2,1,2,0,6,0,0
/archives/tag/인력양성-우수사례,2,2,1,7,11,0,0
/archives/tag/인천대학교,2,2,1,9,12,0,0
/archives/tag/자선-바자회,2,1,2,6,8,0,0
/archives/tag/자원봉사코디네이터,2,1,2,6,8,0,0
/archives/tag/자취생요리,2,1,2,10,9,0,0
/archives/tag/재택근무,2,1,2,16,6,0,0
/archives/tag/전기차-배터리-분리막,2,1,2,0,6,0,0
/archives/tag/전기차-충전소,2,2,1,1.5,10,0,0
/archives/tag/전사-안전-점검의-날,2,1,2,3,9,0,0
/archives/tag/조-바이든-미국-대통령,2,1,2,0,6,0,0
/archives/tag/조직문화,2,1,2,18,9,0,0
/archives/tag/종이팩,2,1,2,4,8,0,0
/archives/tag/주부산중국총영사관,2,1,2,10,7,0,0
/archives/tag/지속가능항공유,2,1,2,5,8,0,0
/archives/tag/채용설명회,2,2,1,1,8,0,0
/archives/tag/친환경,2,2,1,2.5,7,0,0
/archives/tag/친환경-플라스틱,2,2,1,17,9,0,0
/archives/tag/카본-투-그린,2,1,2,10,7,0,0
/archives/tag/캠핑-app,2,1,2,0,8,0,0
/archives/tag/파이낸셜-스토리,2,2,1,3,10,0,0
/archives/tag/폴리프로필렌,2,1,2,11,8,0,0
/archives/tag/하바리움만드는법,2,2,1,1,10,0,0
/archives/tag/하이-이노베이션,2,1,2,35,10,0,0
/archives/tag/행복-clan,2,1,2,16,5,0,0
/archives/tag/행복cc,2,1,2,17,8,0,0
/archives/tag/행복모음,2,2,1,3.5,8,0,0
/archives/tag/헝가리,2,2,1,3,10,0,0
/archives/tag/홋카이도,2,1,2,8,10,0,0
/privacy200519,2,1,2,11,8,0,0
/개인정보-처리방침,2,2,1,3.5,7,0,0
/ archives/86313,1,1,1,2,4,0,0
/)에서,1,1,1,1,6,0,0
/190904_전기차충전기_카드뉴스_10,1,1,1,1,6,0,0
/admin/,1,2,0.5,2.5,7,0,0
/arch,1,1,1,0,3,0,0
/archives/100007,1,1,1,56,5,0,0
/archives/10005,1,1,1,27,5,0,0
/archives/100251,1,1,1,82,5,0,0
/archives/100309,1,1,1,0,4,0,0
/archives/10049,1,1,1,2,4,0,0
/archives/100515,1,1,1,3,5,0,0
/archives/100554,1,1,1,2,5,0,0
/archives/100602,1,1,1,36,4,0,0
/archives/10083,1,1,1,71,6,0,0
/archives/100916,1,1,1,18,5,0,0
/archives/100964,1,1,1,20,7,0,0
/archives/100970,1,1,1,10,5,0,0
/archives/101026,1,1,1,20,3,0,0
/archives/101108,1,1,1,14,4,0,0
/archives/10112,1,1,1,19,5,0,0
/archives/101431,1,1,1,3,5,0,0
/archives/101484,1,1,1,9,4,0,0
/archives/101488,1,1,1,6,4,0,0
/archives/101589/스카이팔레트_3,1,1,1,0,5,0,0
/archives/101604/221206_ces_day1_콘텐츠_이미지_11_900,1,1,1,40,6,0,0
/archives/101604/221206_ces_day1_콘텐츠_이미지_2_900,1,1,1,0,6,0,0
/archives/101641,1,1,1,0,3,0,0
/archives/101917,1,1,1,15,6,0,0
/archives/101936,1,1,1,6,5,0,0
/archives/102149,1,1,1,139,4,0,0
/archives/102176,1,1,1,12,4,0,0
/archives/102386,1,1,1,28,4,0,0
/archives/102398,1,1,1,10,5,0,0
/archives/102435,1,1,1,12,4,0,0
/archives/102616,1,1,1,16,5,0,0
/archives/102622,1,1,1,6,3,0,0
/archives/102651,1,1,1,2,5,0,0
/archives/102880,1,1,1,11,6,0,0
/archives/103003,1,1,1,0,2,0,0
/archives/103519,1,1,1,0,5,0,0
/archives/103529,1,1,1,68,7,0,0
/archives/103669,1,1,1,31,5,0,0
/archives/103891,1,1,1,13,4,0,0
/archives/103918,1,1,1,3,4,0,0
/archives/103938,1,1,1,0,3,0,0
/archives/103957,1,1,1,127,5,0,0
/archives/10421,1,1,1,19,4,0,0
/archives/104300,1,1,1,29,3,0,0
/archives/104459,1,1,1,7,5,0,0
/archives/104471,1,1,1,25,4,0,0
/archives/104493,1,1,1,11,6,0,0
/archives/104582,1,1,1,1,5,0,0
/archives/104677,1,1,1,21,6,0,0
/archives/104697,1,1,1,8,4,0,0
/archives/104769,1,1,1,22,5,0,0
/archives/104788,1,1,1,0,5,0,0
/archives/104937,1,1,1,0,4,0,0
/archives/104937/230330_부산엑스포유치기원_행사_이미지_2_1340,1,1,1,2,5,0,0
/archives/104964,1,1,1,9,5,0,0
/archives/105002,1,1,1,0,3,0,0
/archives/105137,1,1,1,17,5,0,0
/archives/105152,1,1,1,0,5,0,0
/archives/105172,1,1,1,42,4,0,0
/archives/105193,1,1,1,7,6,0,0
/archives/105237,1,1,1,5,4,0,0
/archives/105384,1,1,1,14,3,0,0
/archives/105440,1,1,1,12,4,0,0
/archives/105605,1,1,1,29,4,0,0
/archives/105618,1,1,1,31,3,0,0
/archives/105641,1,1,1,113,6,0,0
/archives/105667,1,1,1,0,5,0,0
/archives/10572,1,1,1,3,5,0,0
/archives/105850,1,1,1,0,4,0,0
/archives/105945/230510_장미축제홍보카드뉴스_본문02-2,1,1,1,15,5,0,0
/archives/106374,1,1,1,1,5,0,0
/archives/106453,1,1,1,7,5,0,0
/archives/106465,1,1,1,16,5,0,0
/archives/106899,1,1,1,0,4,0,0
/archives/107164,1,1,1,4,3,0,0
/archives/107261,1,1,1,16,4,0,0
/archives/107523,1,1,1,27,5,0,0
/archives/107660,1,1,1,37,6,0,0
/archives/107662,1,1,1,15,5,0,0
/archives/107793,1,1,1,11,6,0,0
/archives/107857,1,1,1,18,5,0,0
/archives/107982,1,1,1,33,5,0,0
/archives/108156,1,1,1,17,3,0,0
/archives/108925,1,1,1,124,4,0,0
/archives/10903,1,1,1,17,5,0,0
/archives/10903/선풍기-3,1,1,1,10,5,0,0
/archives/109169,1,1,1,0,2,0,0
/archives/109195,1,1,1,41,6,0,0
/archives/109386,1,1,1,2,5,0,0
/archives/109513,1,1,1,2,3,0,0
/archives/109520,1,1,1,0,2,0,0
/archives/109543,1,1,1,4,3,0,0
/archives/109630,1,1,1,4,3,0,0
/archives/109663,1,1,1,4,3,0,0
/archives/109761,1,1,1,4,5,0,0
/archives/110186,1,1,1,62,3,0,0
/archives/110195,1,1,1,11,5,0,0
/archives/110395,1,1,1,43,6,0,0
/archives/110436,1,1,1,51,4,0,0
/archives/110586,1,1,1,94,4,0,0
/archives/110626,1,1,1,2,5,0,0
/archives/110635,1,1,1,0,4,0,0
/archives/110675,1,1,1,9,7,0,0
/archives/110720,1,1,1,0,6,0,0
/archives/110994,1,1,1,44,7,0,0
/archives/111054,1,1,1,0,4,0,0
/archives/111095,1,2,0.5,12,9,0,0
/archives/111533,1,1,1,0,4,0,0
/archives/111589,1,1,1,5,4,0,0
/archives/111606,1,1,1,15,6,0,0
/archives/111614,1,1,1,8,5,0,0
/archives/111661,1,1,1,25,5,0,0
/archives/112011,1,1,1,27,5,0,0
/archives/112133,1,1,1,0,6,0,0
/archives/11223,1,1,1,27,5,0,0
/archives/112268,1,1,1,3,3,0,0
/archives/112385,1,1,1,9,5,0,0
/archives/112391,1,1,1,87,4,0,0
/archives/112393,1,1,1,0,4,0,0
/archives/112404,1,1,1,33,3,0,0
/archives/11242,1,1,1,26,5,0,0
/archives/112614/2-2-2,1,1,1,4,5,0,0
/archives/112655,1,1,1,2,5,0,0
/archives/112834,1,1,1,0,4,0,0
/archives/112846,1,1,1,44,5,0,0
/archives/112867,1,1,1,93,4,0,0
/archives/113019,1,1,1,60,4,0,0
/archives/113033,1,1,1,3,3,0,0
/archives/113041,1,1,1,2,4,0,0
/archives/113099,1,1,1,68,4,0,0
/archives/113390,1,1,1,6,4,0,0
/archives/113419,1,1,1,33,4,0,0
/archives/113475/3-sk이노베이션_ces2024_sk원더랜드_sk-wonderland_원더글로브_1-6,1,1,1,1,5,0,0
/archives/113475/3-sk이노베이션_ces2024_sk원더랜드_sk-wonderland_원더글로브_5,1,1,1,3,4,0,0
/archives/113475/4-sk이노베이션_ces2024_sk원더랜드_sk-wonderland_판타스틱아일랜드_ai-포,1,1,1,3,5,0,0
/archives/113475/5-sk이노베이션_ces2024_sk원더랜드_sk-wonderland_댄싱카_매직카페트_1,1,1,1,22,5,0,0
/archives/113593,1,1,1,3,4,0,0
/archives/113595,1,1,1,4,4,0,0
/archives/113608,1,1,1,9,4,0,0
/archives/113614,1,1,1,0,4,0,0
/archives/113620,1,1,1,35,4,0,0
/archives/113624,1,1,1,9,5,0,0
/archives/113887,1,1,1,15,3,0,0
/archives/113895,1,1,1,28,4,0,0
/archives/113897,1,1,1,35,4,0,0
/archives/114010,1,1,1,5,4,0,0
/archives/114199,1,1,1,13,4,0,0
/archives/114675,1,1,1,0,2,0,0
/archives/114681,1,1,1,5,4,0,0
/archives/114973https:/news.zum.com/articles/69050837,1,1,1,0,3,0,0
/archives/114981,1,1,1,3,4,0,0
/archives/114987,1,1,1,45,5,0,0
/archives/11505,1,1,1,2,6,0,0
/archives/115416/3-skoh-플로깅1_5월-sk온-헝가리2,1,1,1,3,6,0,0
/archives/115416/4-20240425_skbmc_1-sk하이테크배터리머터리얼스차이나,1,1,1,7,5,0,0
/archives/115416/5-인천서구자원봉사센터-사랑의-밥차-봉사활동,1,1,1,6,6,0,0
/archives/115416/8-skea-sk엔무브아메리카,1,1,1,12,4,0,0
/archives/115416/★-대전광역시노인복지관_문화체험활동-사진,1,1,1,21,6,0,0
/archives/115509,1,1,1,0,4,0,0
/archives/115719,1,1,1,4,5,0,0
/archives/115804,1,1,1,62,5,0,0
/archives/115969,1,1,1,6,4,0,0
/archives/11623,1,1,1,0,5,0,0
/archives/116796,1,1,1,4,3,0,0
/archives/116871,1,1,1,4,4,0,0
/archives/117053/img_9442-복사,1,1,1,21,5,0,0
/archives/117053/img_9493-복사,1,1,1,6,4,0,0
/archives/11848/표지,1,1,1,6,5,0,0
/archives/11875,1,1,1,14,5,0,0
/archives/12380,1,1,1,6,5,0,0
/archives/12586,1,1,1,35,6,0,0
/archives/13158,1,1,1,5,5,0,0
/archives/13327,1,1,1,2,4,0,0
/archives/13378,1,1,1,13,4,0,0
/archives/133797,1,1,1,2,6,0,0
/archives/13504,1,1,1,0,4,0,0
/archives/13926,1,1,1,13,5,0,0
/archives/14089,1,1,1,9,4,0,0
/archives/14275,1,1,1,11,6,0,0
/archives/14770,1,1,1,18,5,0,0
/archives/15100,1,1,1,2,4,0,0
/archives/15187,1,1,1,0,3,0,0
/archives/15233,1,1,1,40,5,0,0
/archives/15235,1,1,1,12,5,0,0
/archives/15664,1,1,1,2,4,0,0
/archives/17072,1,1,1,19,5,0,0
/archives/17191,1,1,1,0,4,0,0
/archives/17459,1,1,1,4,5,0,0
/archives/17479,1,1,1,28,5,0,0
/archives/17508,1,1,1,17,6,0,0
/archives/17560,1,1,1,5,5,0,0
/archives/17859,1,1,1,0,4,0,0
/archives/17921,1,1,1,25,4,0,0
/archives/18073,1,1,1,2,5,0,0
/archives/18082,1,1,1,0,4,0,0
/archives/18345,1,1,1,71,5,0,0
/archives/18807,1,1,1,93,6,0,0
/archives/18908,1,1,1,36,6,0,0
/archives/19437,1,1,1,9,5,0,0
/archives/19607,1,1,1,0,4,0,0
/archives/19728,1,1,1,40,5,0,0
/archives/19746,1,1,1,0,4,0,0
/archives/20110,1,1,1,15,5,0,0
/archives/20133,1,1,1,22,5,0,0
/archives/20157,1,1,1,37,6,0,0
/archives/20219,1,1,1,84,4,0,0
/archives/20331,1,1,1,0,4,0,0
/archives/20436,1,1,1,8,5,0,0
/archives/20687,1,1,1,14,5,0,0
/archives/21233,1,1,1,3,5,0,0
/archives/21366,1,1,1,1,5,0,0
/archives/21926,1,1,1,3,6,0,0
/archives/22117,1,1,1,0,6,0,0
/archives/22128,1,1,1,4,5,0,0
/archives/22292,1,1,1,10,6,0,0
/archives/22361,1,1,1,127,4,0,0
/archives/22498,1,1,1,35,4,0,0
/archives/22567,1,1,1,50,3,0,0
/archives/22607,1,1,1,24,6,0,0
/archives/23114,1,1,1,14,4,0,0
/archives/23515,1,1,1,9,6,0,0
/archives/23575,1,1,1,14,5,0,0
/archives/23830,1,1,1,0,4,0,0
/archives/24078,1,1,1,0,4,0,0
/archives/24220,1,1,1,25,6,0,0
/archives/24373,1,1,1,3,5,0,0
/archives/24538,1,1,1,2,5,0,0
/archives/24754,1,1,1,0,4,0,0
/archives/24803,1,1,1,6,5,0,0
/archives/25383,1,1,1,0,6,0,0
/archives/25509,1,1,1,4,5,0,0
/archives/25855,1,1,1,4,5,0,0
/archives/25976,1,1,1,29,4,0,0
/archives/26151,1,1,1,0,2,0,0
/archives/26393,1,1,1,58,4,0,0
/archives/26596,1,1,1,17,5,0,0
/archives/26926,1,1,1,16,5,0,0
/archives/26999,1,1,1,9,5,0,0
/archives/27132,1,1,1,111,6,0,0
/archives/27347,1,1,1,14,5,0,0
/archives/27414,1,1,1,2,3,0,0
/archives/27533,1,1,1,0,4,0,0
/archives/27589,1,1,1,28,5,0,0
/archives/27759,1,1,1,6,4,0,0
/archives/27786,1,1,1,24,5,0,0
/archives/27811,1,1,1,0,6,0,0
/archives/28003,1,1,1,28,6,0,0
/archives/28011,1,1,1,8,5,0,0
/archives/28061,1,1,1,56,5,0,0
/archives/28092,1,1,1,8,4,0,0
/archives/28345,1,1,1,20,5,0,0
/archives/28378,1,1,1,0,3,0,0
/archives/28616,1,1,1,0,4,0,0
/archives/28659,1,1,1,6,4,0,0
/archives/2875,1,1,1,4,3,0,0
/archives/28891,1,1,1,20,3,0,0
/archives/28937,1,1,1,61,5,0,0
/archives/29488,1,1,1,5,5,0,0
/archives/29569,1,1,1,0,4,0,0
/archives/29674,1,1,1,7,5,0,0
/archives/29711,1,1,1,0,3,0,0
/archives/29731,1,1,1,31,5,0,0
/archives/29742,1,1,1,21,6,0,0
/archives/29765,1,1,1,0,4,0,0
/archives/29806,1,1,1,1,3,0,0
/archives/30033,1,1,1,12,5,0,0
/archives/30125,1,1,1,60,7,0,0
/archives/30273,1,1,1,99,3,0,0
/archives/30327,1,1,1,24,3,0,0
/archives/31435,1,1,1,7,6,0,0
/archives/31437,1,1,1,4,4,0,0
/archives/31481,1,1,1,1,7,0,0
/archives/31491,1,1,1,17,4,0,0
/archives/31513,1,1,1,34,4,0,0
/archives/31586,1,1,1,0,4,0,0
/archives/31612,1,1,1,13,6,0,0
/archives/31621,1,1,1,6,5,0,0
/archives/31636,1,1,1,2,3,0,0
/archives/31658,1,1,1,3,5,0,0
/archives/31686,1,1,1,4,5,0,0
/archives/31702,1,1,1,0,6,0,0
/archives/31801,1,1,1,0,3,0,0
/archives/31811,1,1,1,125,5,0,0
/archives/31824,1,1,1,11,5,0,0
/archives/31844,1,1,1,2,3,0,0
/archives/31955,1,1,1,0,4,0,0
/archives/31970,1,1,1,8,4,0,0
/archives/31982,1,1,1,4,3,0,0
/archives/31997,1,1,1,3,4,0,0
/archives/32089,1,1,1,0,3,0,0
/archives/32157,1,1,1,8,4,0,0
/archives/32209,1,1,1,36,3,0,0
/archives/32215,1,1,1,0,4,0,0
/archives/32224,1,1,1,2,4,0,0
/archives/32253,1,1,1,6,3,0,0
/archives/32289,1,1,1,29,3,0,0
/archives/32651,1,1,1,0,4,0,0
/archives/32655,1,1,1,3,4,0,0
/archives/32710,1,1,1,51,3,0,0
/archives/32715,1,1,1,4,5,0,0
/archives/33685,1,1,1,28,5,0,0
/archives/33760,1,1,1,20,5,0,0
/archives/33770,1,1,1,17,5,0,0
/archives/33912,1,1,1,38,4,0,0
/archives/33937,1,1,1,22,3,0,0
/archives/33974,1,1,1,29,7,0,0
/archives/34060,1,1,1,0,4,0,0
/archives/34140,1,1,1,40,5,0,0
/archives/34190,1,1,1,0,6,0,0
/archives/34202,1,1,1,5,3,0,0
/archives/34393,1,1,1,7,5,0,0
/archives/34632,1,1,1,0,6,0,0
/archives/34651,1,1,1,16,5,0,0
/archives/34690,1,1,1,0,4,0,0
/archives/34730,1,1,1,90,4,0,0
/archives/34939,1,1,1,15,4,0,0
/archives/35017,1,1,1,10,5,0,0
/archives/35115,1,1,1,0,4,0,0
/archives/35137,1,1,1,40,5,0,0
/archives/35158,1,1,1,0,4,0,0
/archives/3536,1,1,1,119,5,0,0
/archives/35698,1,1,1,19,4,0,0
/archives/35737,1,1,1,9,4,0,0
/archives/35749,1,1,1,5,3,0,0
/archives/35774,1,1,1,2,4,0,0
/archives/35830,1,1,1,7,3,0,0
/archives/35834,1,1,1,16,6,0,0
/archives/36270,1,1,1,19,4,0,0
/archives/36447,1,1,1,54,6,0,0
/archives/36653,1,1,1,31,3,0,0
/archives/36747,1,1,1,25,5,0,0
/archives/36959,1,1,1,0,5,0,0
/archives/37159,1,1,1,5,3,0,0
/archives/37214,1,1,1,51,5,0,0
/archives/37290,1,1,1,4,5,0,0
/archives/37389,1,1,1,0,3,0,0
/archives/37497,1,1,1,13,5,0,0
/archives/37533,1,1,1,127,3,0,0
/archives/37578,1,1,1,14,3,0,0
/archives/37829,1,1,1,7,5,0,0
/archives/38072,1,1,1,0,5,0,0
/archives/38152,1,1,1,37,4,0,0
/archives/3850,1,1,1,23,4,0,0
/archives/38537,1,1,1,8,5,0,0
/archives/38760,1,1,1,13,3,0,0
/archives/38817,1,1,1,7,3,0,0
/archives/4455,1,1,1,6,3,0,0
/archives/4500,1,1,1,10,4,0,0
/archives/45296,1,1,1,34,5,0,0
/archives/45515,1,1,1,10,4,0,0
/archives/45550,1,1,1,50,5,0,0
/archives/45580,1,1,1,0,3,0,0
/archives/45650,1,1,1,7,5,0,0
/archives/45735,1,1,1,16,3,0,0
/archives/45764,1,1,1,28,4,0,0
/archives/45782,1,1,1,27,5,0,0
/archives/45825,1,1,1,12,5,0,0
/archives/45922,1,1,1,0,4,0,0
/archives/46044,1,1,1,93,5,0,0
/archives/46070,1,1,1,0,6,0,0
/archives/46259,1,1,1,4,3,0,0
/archives/46345,1,1,1,5,4,0,0
/archives/46396,1,1,1,54,5,0,0
/archives/46604,1,1,1,12,5,0,0
/archives/46651,1,1,1,5,4,0,0
/archives/46792,1,1,1,7,5,0,0
/archives/47087,1,1,1,9,5,0,0
/archives/47147,1,1,1,0,4,0,0
/archives/47294,1,1,1,17,5,0,0
/archives/4735,1,1,1,11,5,0,0
/archives/47350,1,1,1,0,4,0,0
/archives/47479,1,1,1,66,4,0,0
/archives/47834,1,1,1,5,5,0,0
/archives/47927,1,1,1,42,5,0,0
/archives/48028-,1,1,1,1,6,0,0
/archives/48092,1,1,1,29,5,0,0
/archives/48110,1,1,1,2,3,0,0
/archives/482,1,1,1,1,6,0,0
/archives/48382,1,1,1,98,5,0,0
/archives/48502,1,1,1,37,5,0,0
/archives/48569,1,1,1,3,5,0,0
/archives/48855,1,1,1,0,4,0,0
/archives/48898,1,1,1,5,5,0,0
/archives/48946,1,1,1,6,4,0,0
/archives/49135,1,1,1,2,3,0,0
/archives/49161,1,1,1,1,5,0,0
/archives/49173,1,1,1,9,4,0,0
/archives/49234,1,1,1,2,5,0,0
/archives/4924,1,1,1,27,4,0,0
/archives/49302,1,1,1,3,4,0,0
/archives/49442,1,1,1,7,3,0,0
/archives/49533,1,1,1,66,5,0,0
/archives/49969,1,1,1,14,5,0,0
/archives/49979,1,1,1,0,6,0,0
/archives/50006,1,1,1,132,5,0,0
/archives/50154,1,1,1,0,4,0,0
/archives/50253,1,1,1,0,2,0,0
/archives/50303,1,1,1,24,4,0,0
/archives/50370,1,1,1,9,3,0,0
/archives/50750/190329_나이노이야기_2년차주니어사원_인터뷰_심효정,1,1,1,4,4,0,0
/archives/50767,1,1,1,11,5,0,0
/archives/50829,1,1,1,8,5,0,0
/archives/50863,1,1,1,52,5,0,0
/archives/51899,1,1,1,0,3,0,0
/archives/52642,1,1,1,73,6,0,0
/archives/52998,1,1,1,12,4,0,0
/archives/53254,1,1,1,8,5,0,0
/archives/53291,1,1,1,1,5,0,0
/archives/53342,1,1,1,2,5,0,0
/archives/53783,1,1,1,2,5,0,0
/archives/53856,1,1,1,33,4,0,0
/archives/54054,1,1,1,6,5,0,0
/archives/54066,1,1,1,7,5,0,0
/archives/54191,1,1,1,22,4,0,0
/archives/54267,1,1,1,6,3,0,0
/archives/54432,1,1,1,0,6,0,0
/archives/54557,1,1,1,0,4,0,0
/archives/54600,1,1,1,2,4,0,0
/archives/54892,1,1,1,43,5,0,0
/archives/54938,1,1,1,10,5,0,0
/archives/54985,1,1,1,2,3,0,0
/archives/55145,1,1,1,48,3,0,0
/archives/55168,1,1,1,10,3,0,0
/archives/55224,1,1,1,21,5,0,0
/archives/55376,1,1,1,14,5,0,0
/archives/55469,1,1,1,6,5,0,0
/archives/55541,1,1,1,9,5,0,0
/archives/55675,1,1,1,181,3,0,0
/archives/55806,1,1,1,19,5,0,0
/archives/56178,1,1,1,3,4,0,0
/archives/56469,1,1,1,0,5,0,0
/archives/56726,1,1,1,43,6,0,0
/archives/56806,1,1,1,0,4,0,0
/archives/56886,1,1,1,20,3,0,0
/archives/56941,1,1,1,92,5,0,0
/archives/57308,1,1,1,17,6,0,0
/archives/57534https:/skinnonews.com/archives/61876,1,1,1,1,4,0,0
/archives/57680,1,1,1,59,5,0,0
/archives/57843,1,1,1,35,5,0,0
/archives/5854,1,1,1,4,4,0,0
/archives/58841,1,1,1,44,5,0,0
/archives/59134,1,1,1,89,5,0,0
/archives/59175,1,1,1,24,5,0,0
/archives/59270,1,1,1,27,4,0,0
/archives/59272,1,1,1,1,5,0,0
/archives/59667,1,1,1,22,5,0,0
/archives/59934,1,1,1,16,5,0,0
/archives/60002,1,1,1,7,3,0,0
/archives/60047,1,1,1,8,6,0,0
/archives/60093,1,1,1,119,5,0,0
/archives/60188,1,1,1,42,5,0,0
/archives/60196,1,1,1,49,6,0,0
/archives/60391,1,1,1,5,3,0,0
/archives/60500,1,1,1,49,4,0,0
/archives/60829,1,1,1,6,4,0,0
/archives/60917,1,1,1,0,4,0,0
/archives/61163,1,1,1,16,5,0,0
/archives/61197,1,1,1,0,3,0,0
/archives/61281,1,1,1,15,4,0,0
/archives/61410,1,1,1,22,5,0,0
/archives/61576,1,1,1,31,5,0,0
/archives/61657,1,1,1,51,4,0,0
/archives/61976,1,1,1,0,6,0,0
/archives/62070,1,1,1,42,5,0,0
/archives/62099,1,1,1,0,4,0,0
/archives/62426,1,1,1,16,5,0,0
/archives/62454,1,1,1,7,5,0,0
/archives/62569,1,1,1,39,6,0,0
/archives/62589,1,1,1,7,5,0,0
/archives/62607,1,1,1,91,5,0,0
/archives/62623,1,1,1,18,4,0,0
/archives/62644,1,1,1,11,5,0,0
/archives/62761,1,1,1,12,6,0,0
/archives/62932,1,1,1,0,4,0,0
/archives/63246,1,1,1,4,5,0,0
/archives/63280,1,1,1,0,4,0,0
/archives/63284,1,1,1,0,4,0,0
/archives/63379,1,1,1,9,5,0,0
/archives/63671,1,1,1,15,6,0,0
/archives/63939,1,1,1,37,6,0,0
/archives/64250,1,1,1,11,5,0,0
/archives/64281,1,1,1,22,4,0,0
/archives/64304,1,0,0,0,6,0,0
/archives/64305,1,1,1,31,4,0,0
/archives/64469,1,1,1,8,5,0,0
/archives/64548,1,1,1,0,4,0,0
/archives/64577,1,1,1,25,5,0,0
/archives/64591,1,1,1,1,5,0,0
/archives/64779,1,1,1,3,3,0,0
/archives/64878,1,1,1,7,5,0,0
/archives/65098,1,1,1,12,3,0,0
/archives/65137,1,1,1,22,6,0,0
/archives/65221,1,1,1,10,4,0,0
/archives/6556,1,1,1,3,4,0,0
/archives/66238,1,1,1,16,3,0,0
/archives/66432,1,1,1,1,5,0,0
/archives/67219,1,1,1,0,5,0,0
/archives/67539,1,1,1,21,5,0,0
/archives/67660,1,1,1,0,6,0,0
/archives/6772,1,1,1,39,3,0,0
/archives/67879,1,1,1,87,3,0,0
/archives/67998,1,1,1,23,6,0,0
/archives/68052,1,1,1,0,2,0,0
/archives/68064,1,1,1,12,5,0,0
/archives/68083,1,1,1,130,4,0,0
/archives/68104,1,1,1,5,5,0,0
/archives/68188,1,1,1,102,3,0,0
/archives/68308,1,1,1,160,4,0,0
/archives/68413,1,1,1,7,4,0,0
/archives/68450,1,1,1,2,5,0,0
/archives/68732,1,1,1,8,3,0,0
/archives/68734,1,1,1,35,5,0,0
/archives/68818,1,1,1,11,4,0,0
/archives/69310,1,1,1,53,5,0,0
/archives/69528,1,1,1,24,5,0,0
/archives/69742,1,1,1,0,4,0,0
/archives/69750,1,1,1,0,4,0,0
/archives/69790,1,1,1,7,5,0,0
/archives/6988,1,1,1,2,4,0,0
/archives/70020,1,1,1,39,5,0,0
/archives/70040,1,1,1,71,4,0,0
/archives/70099,1,1,1,77,6,0,0
/archives/7015,1,1,1,56,4,0,0
/archives/70355,1,1,1,4,6,0,0
/archives/70507,1,1,1,16,3,0,0
/archives/70728,1,1,1,10,6,0,0
/archives/70749,1,1,1,3,5,0,0
/archives/70777,1,1,1,0,5,0,0
/archives/70814,1,1,1,0,4,0,0
/archives/70835,1,1,1,10,3,0,0
/archives/70904,1,1,1,24,4,0,0
/archives/70977,1,1,1,28,5,0,0
/archives/71004,1,1,1,1,4,0,0
/archives/71107,1,1,1,15,3,0,0
/archives/71142,1,1,1,13,4,0,0
/archives/7124,1,1,1,0,4,0,0
/archives/71473,1,1,1,0,4,0,0
/archives/71672,1,1,1,11,5,0,0
/archives/71803,1,1,1,13,3,0,0
/archives/72139,1,1,1,65,6,0,0
/archives/72344,1,1,1,0,4,0,0
/archives/72439,1,1,1,1,4,0,0
/archives/72610,1,1,1,358,5,0,0
/archives/72713,1,1,1,12,5,0,0
/archives/72905,1,1,1,22,5,0,0
/archives/73281,1,1,1,37,5,0,0
/archives/73339,1,1,1,55,5,0,0
/archives/73389,1,1,1,0,6,0,0
/archives/73432,1,1,1,3,5,0,0
/archives/73454,1,1,1,0,5,0,0
/archives/73541,1,1,1,12,5,0,0
/archives/73628,1,1,1,42,5,0,0
/archives/73907,1,1,1,7,5,0,0
/archives/7391,1,0,0,0,5,0,0
/archives/73936,1,1,1,7,5,0,0
/archives/74012,1,1,1,54,5,0,0
/archives/74037,1,1,1,5,6,0,0
/archives/74262,1,1,1,44,3,0,0
/archives/74311,1,1,1,17,5,0,0
/archives/74314,1,1,1,82,5,0,0
