# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240401
# 종료일: 20240430
페이지 경로 및 화면 클래스,세션 기본 채널 그룹,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/archives/7043,Organic Search,8,7,5,1.6,10.2,33,0,0
/global/archives/7245,Direct,8,8,7,1.1428571428571428,4.857142857142857,31,0,0
/global/archives/7353,Direct,8,8,8,1,0,30,0,0
/global/archives/8067,Organic Search,8,8,8,1,3,34,0,0
/global/archives/8152,Organic Search,8,7,6,1.3333333333333333,31.333333333333332,36,0,0
/global/archives/9998,Organic Search,8,9,8,1,21.625,39,0,0
/global/archives/category/corporate/sk-ie-technology,Referral,8,6,5,1.6,82.2,39,0,0
/global/archives/category/corporate/sk-on,Direct,8,7,7,1.1428571428571428,3,32,0,0
/global/archives/category/corporates/sk-geo-centric,Referral,8,6,6,1.3333333333333333,47.333333333333336,31,0,0
/global/archives/category/insight/expert-voice,Referral,8,6,6,1.3333333333333333,28.166666666666668,30,0,0
/global/archives/category/people/ceo-leaders,Organic Search,8,8,7,1.1428571428571428,22.285714285714285,35,0,0
/global/archives/tag/energy-super-station,Organic Search,8,5,5,1.6,16.4,35,0,0
/global/archives/10872,Direct,7,7,2,3.5,121.5,25,0,0
/global/archives/11415,Organic Search,7,7,7,1,12.142857142857142,30,0,0
/global/archives/11537,Referral,7,7,6,1.1666666666666667,35,24,0,0
/global/archives/11807,Direct,7,6,6,1.1666666666666667,119.33333333333333,30,0,0
/global/archives/12072,Organic Search,7,8,7,1,16.428571428571427,35,0,0
/global/archives/1237,Organic Search,7,5,4,1.75,23.25,28,0,0
/global/archives/13130,Direct,7,7,7,1,1.2857142857142858,29,0,0
/global/archives/1321,Direct,7,7,7,1,0.14285714285714285,24,0,0
/global/archives/13804,Organic Search,7,9,6,1.1666666666666667,67.66666666666667,36,0,0
/global/archives/14264,Direct,7,9,6,1.1666666666666667,101.66666666666667,33,0,0
/global/archives/14740,Organic Search,7,7,6,1.1666666666666667,7.333333333333333,29,0,0
/global/archives/15007,Organic Search,7,7,6,1.1666666666666667,44,32,0,0
/global/archives/15204,Paid Search,7,7,2,3.5,0,22,0,0
/global/archives/15497,Organic Search,7,8,6,1.1666666666666667,28.166666666666668,31,0,0
/global/archives/16493,Direct,7,8,6,1.1666666666666667,49.666666666666664,28,0,0
/global/archives/17313,Direct,7,9,7,1,5.857142857142857,32,0,0
/global/archives/17989,Organic Social,7,7,7,1,4.285714285714286,29,0,0
/global/archives/2329,Organic Search,7,7,6,1.1666666666666667,69.66666666666667,28,0,0
/global/archives/4360,Organic Search,7,7,5,1.4,42,30,0,0
/global/archives/4728,Organic Search,7,10,6,1.1666666666666667,1.5,32,0,0
/global/archives/6014,Organic Search,7,7,6,1.1666666666666667,123.33333333333333,34,0,0
/global/archives/653,Organic Search,7,6,6,1.1666666666666667,31.166666666666668,29,0,0
/global/archives/7740,Organic Search,7,6,5,1.4,18.6,30,0,0
/global/archives/7894,Organic Search,7,6,5,1.4,23,31,0,0
/global/archives/7906,Organic Search,7,8,7,1,16.428571428571427,37,0,0
/global/archives/8383,Organic Search,7,7,7,1,4.142857142857143,28,0,0
/global/archives/8914,Organic Search,7,7,7,1,35.42857142857143,36,0,0
/global/archives/9910,Direct,7,7,6,1.1666666666666667,36.5,29,0,0
/global/archives/category/ces/ces-2022-ces-2022,Organic Search,7,5,5,1.4,16.4,27,0,0
/global/archives/category/corporates/sk-energy,Direct,7,8,7,1,18.285714285714285,28,0,0
/global/archives/category/corporates/sk-rading-international,Organic Search,7,5,4,1.75,21,26,0,0
/global/archives/category/corporates/sk-rading-international,Referral,7,5,5,1.4,12.8,25,0,0
/global/archives/category/insight/trend_report,Referral,7,5,5,1.4,21.2,25,0,0
/global/archives/category/people/inno-people,Direct,7,7,7,1,18,29,0,0
/global/archives/tag/2023-q4,Organic Search,7,5,5,1.4,4.8,26,0,0
/global/archives/tag/all-solid-state-battery,Organic Search,7,5,5,1.4,9.8,31,0,0
/global/archives/tag/blueovalsk,Organic Search,7,3,3,2.3333333333333335,28.333333333333332,28,0,0
/global/archives/tag/ess,Organic Search,7,6,5,1.4,7.8,31,0,0
/global/archives/tag/lithium-ion-battery,Organic Search,7,6,5,1.4,10.6,34,0,0
/global/archives/tag/pbat,Organic Search,7,6,5,1.4,23,33,0,0
/global/archives/tag/skbmp,Organic Search,7,8,6,1.1666666666666667,5.666666666666667,33,0,0
/global/archives/tag/z-folding,Organic Search,7,3,3,2.3333333333333335,29.666666666666668,26,0,0
/global/latestnews,Organic Social,7,9,2,3.5,32,30,0,0
/global/archives/11004,Direct,6,5,5,1.2,14.4,24,0,0
/global/archives/11037,Organic Search,6,7,6,1,55,32,0,0
/global/archives/11147,Organic Search,6,6,6,1,11.666666666666666,27,0,0
/global/archives/11879,Organic Search,6,5,3,2,69,24,0,0
/global/archives/11980,Organic Search,6,6,5,1.2,61.8,25,0,0
/global/archives/12106,Direct,6,7,6,1,4,28,0,0
/global/archives/12269,Organic Search,6,7,5,1.2,16,26,0,0
/global/archives/12471,Organic Search,6,7,6,1,36.833333333333336,27,0,0
/global/archives/13036,Organic Search,6,6,6,1,26.333333333333332,26,0,0
/global/archives/13060,Organic Search,6,8,6,1,21,31,0,0
/global/archives/13211,Organic Search,6,6,6,1,25.5,26,0,0
/global/archives/13443,Organic Search,6,6,6,1,46.166666666666664,24,0,0
/global/archives/13748,Organic Search,6,6,5,1.2,10.2,23,0,0
/global/archives/14065,Organic Search,6,8,5,1.2,62.2,28,0,0
/global/archives/14491,Direct,6,6,6,1,62.166666666666664,26,0,0
/global/archives/14493,Organic Search,6,7,6,1,70.66666666666667,26,0,0
/global/archives/15353,Organic Social,6,6,6,1,21.333333333333332,23,0,0
/global/archives/15574,Direct,6,8,6,1,11.666666666666666,22,0,0
/global/archives/15592,Organic Search,6,6,5,1.2,11.2,26,0,0
/global/archives/15664,Referral,6,6,6,1,24.333333333333332,27,0,0
/global/archives/15760,Organic Search,6,7,6,1,24.5,30,0,0
/global/archives/16154,Direct,6,7,5,1.2,14.6,23,0,0
/global/archives/16480,Direct,6,7,3,2,6.333333333333333,20,0,0
/global/archives/17623,Referral,6,6,4,1.5,53,25,0,0
/global/archives/17893,Organic Social,6,6,6,1,57.5,29,0,0
/global/archives/1960,Direct,6,8,5,1.2,4.8,29,0,0
/global/archives/1960,Organic Search,6,8,4,1.5,49,26,0,0
/global/archives/3464,Organic Search,6,6,6,1,15.166666666666666,25,0,0
/global/archives/4482,Organic Search,6,7,6,1,22.333333333333332,28,0,0
/global/archives/4728,Direct,6,6,6,1,6.833333333333333,24,0,0
/global/archives/5016,Organic Search,6,8,5,1.2,32.4,32,0,0
/global/archives/564,Organic Search,6,8,6,1,26.5,25,0,0
/global/archives/7112,Organic Search,6,5,4,1.5,12,26,0,0
/global/archives/7919,Organic Search,6,6,4,1.5,159.75,29,0,0
/global/archives/8310,Organic Search,6,6,5,1.2,59.4,25,0,0
/global/archives/8350,Organic Search,6,7,5,1.2,0.8,22,0,0
/global/archives/8428,Organic Search,6,7,6,1,14.833333333333334,28,0,0
/global/archives/8599,Organic Search,6,8,4,1.5,13,27,0,0
/global/archives/9493,Direct,6,8,4,1.5,2.75,25,0,0
/global/archives/9616,Referral,6,7,6,1,9.833333333333334,26,0,0
/global/archives/9715,Organic Search,6,4,4,1.5,28,28,0,0
/global/archives/9877,Organic Search,6,5,4,1.5,11.25,24,0,0
/global/archives/category/corporate/sk-energy,Organic Search,6,3,3,2,27,24,0,0
/global/archives/category/corporate/sk-geo-centric,Direct,6,7,6,1,18.333333333333332,25,0,0
/global/archives/category/corporate/sk-incheon-petrochem,Organic Search,6,6,6,1,16.666666666666668,30,0,0
/global/archives/category/corporate/sk-incheon-petrochem,Referral,6,5,5,1.2,4.4,27,0,0
/global/archives/category/corporates,Organic Social,6,3,3,2,12,21,0,0
/global/archives/category/corporates/sk-energy,Referral,6,6,6,1,17.666666666666668,22,0,0
/global/archives/category/people/onsite-report,Organic Search,6,6,5,1.2,20,22,0,0
/global/archives/tag/bev,Organic Search,6,1,1,6,29,26,0,0
/global/archives/tag/ferrari,Organic Search,6,6,5,1.2,9.6,28,0,0
/global/archives/tag/financial-results,Referral,6,2,2,3,28.5,24,0,0
/global/archives/tag/germany,Organic Search,6,4,4,1.5,16.5,28,0,0
/global/archives/tag/pyrolysis,Organic Search,6,6,4,1.5,71.25,28,0,0
/global/privacy-policy,Organic Search,6,7,5,1.2,17.2,25,0,0
/global/archives/10264,Organic Search,5,3,3,1.6666666666666667,71.33333333333333,21,0,0
/global/archives/10310,Organic Search,5,5,5,1,19.4,23,0,0
/global/archives/12008,Direct,5,6,3,1.6666666666666667,37,24,0,0
/global/archives/12022,Direct,5,4,4,1.25,24.75,23,0,0
/global/archives/13103,Organic Search,5,6,5,1,126.8,26,0,0
/global/archives/13413,Organic Search,5,5,5,1,26.6,23,0,0
/global/archives/1399,Organic Search,5,6,5,1,61.8,27,0,0
/global/archives/14004,Organic Search,5,6,5,1,49.8,27,0,0
/global/archives/14193,Direct,5,7,4,1.25,27.75,25,0,0
/global/archives/14442,Organic Search,5,4,4,1.25,44.25,22,0,0
/global/archives/14634,Paid Search,5,5,1,5,0,16,0,0
/global/archives/14668,Organic Search,5,6,4,1.25,27.25,21,0,0
/global/archives/15574,Referral,5,7,5,1,37.8,20,0,0
/global/archives/16480,Organic Search,5,5,4,1.25,18.75,20,0,0
/global/archives/16493,Referral,5,4,3,1.6666666666666667,36.333333333333336,21,0,0
/global/archives/16719,Paid Search,5,5,2,2.5,0,15,0,0
/global/archives/16970,Direct,5,4,4,1.25,11.25,21,0,0
/global/archives/17169,Direct,5,4,4,1.25,127.75,21,0,0
/global/archives/17216,Organic Social,5,5,5,1,12.6,22,0,0
/global/archives/17292,Organic Search,5,4,4,1.25,28.25,23,0,0
/global/archives/17460,Organic Search,5,5,5,1,6.8,21,0,0
/global/archives/17476,Direct,5,5,5,1,97.4,23,0,0
/global/archives/17595,Paid Search,5,5,1,5,0,16,0,0
/global/archives/17697,Organic Search,5,7,4,1.25,5.5,22,0,0
/global/archives/17796,Organic Social,5,3,3,1.6666666666666667,5.333333333333333,19,0,0
/global/archives/17990,Unassigned,5,3,3,1.6666666666666667,0,9,0,0
/global/archives/2212,Organic Search,5,7,4,1.25,46.5,25,0,0
/global/archives/303,Organic Search,5,6,4,1.25,18.75,23,0,0
/global/archives/3123,Organic Search,5,4,4,1.25,8.25,22,0,0
/global/archives/3197,Referral,5,4,3,1.6666666666666667,10.333333333333334,17,0,0
/global/archives/3304,Organic Search,5,4,4,1.25,9.75,19,0,0
/global/archives/3393,Organic Search,5,5,5,1,14.8,22,0,0
/global/archives/349,Organic Search,5,5,5,1,13.4,21,0,0
/global/archives/3786,Organic Search,5,4,3,1.6666666666666667,8,21,0,0
/global/archives/3820,Direct,5,6,5,1,6.6,25,0,0
/global/archives/4026,Organic Search,5,5,5,1,0.6,20,0,0
/global/archives/4193,Organic Search,5,4,4,1.25,14.25,21,0,0
/global/archives/4585,Organic Search,5,4,4,1.25,31.25,21,0,0
/global/archives/4776,Organic Search,5,5,5,1,33.4,19,0,0
/global/archives/4793,Organic Search,5,6,5,1,0.8,23,0,0
/global/archives/4921,Organic Search,5,5,4,1.25,6.5,20,0,0
/global/archives/5404,Organic Search,5,6,5,1,21,22,0,0
/global/archives/5772,Organic Search,5,6,4,1.25,26.5,25,0,0
/global/archives/6090,Direct,5,5,4,1.25,37.5,20,0,0
/global/archives/6313,Organic Search,5,6,5,1,27.2,23,0,0
/global/archives/7302,Organic Search,5,4,4,1.25,46.5,25,0,0
/global/archives/7633,Direct,5,4,4,1.25,140.5,19,0,0
/global/archives/8168,Organic Search,5,5,5,1,4.8,20,0,0
/global/archives/8255,Organic Search,5,5,1,5,31,22,0,0
/global/archives/9079,Organic Search,5,1,1,5,61,16,0,0
/global/archives/category/corporate/sk-enmove,Organic Search,5,4,4,1.25,7.25,15,0,0
/global/archives/category/corporates/sk-incheon-petrochem,Direct,5,3,3,1.6666666666666667,61.333333333333336,20,0,0
/global/archives/category/corporates/sk-on,Organic Social,5,5,3,1.6666666666666667,273.3333333333333,19,0,0
/global/archives/category/people/inno-people,Referral,5,7,4,1.25,17.25,22,0,0
/global/archives/category/social-value/csr-program,Direct,5,5,5,1,0,19,0,0
/global/archives/tag/1-4-butanediol,Organic Search,5,4,4,1.25,23.25,24,0,0
/global/archives/tag/blueoval-sk,Organic Search,5,3,3,1.6666666666666667,11,21,0,0
/global/archives/tag/earnings,Organic Search,5,3,2,2.5,5.5,21,0,0
/global/archives/tag/europe,Organic Search,5,4,4,1.25,53,19,0,0
/global/archives/tag/jee-dong-seob,Organic Search,5,5,4,1.25,7.75,23,0,0
/global/archives/tag/komarom,Organic Search,5,4,4,1.25,9.75,24,0,0
/global/archives/tag/lee-seong-jun,Organic Search,5,4,4,1.25,4.5,22,0,0
/global/archives/tag/ncm811,Organic Search,5,5,5,1,6.6,24,0,0
/global/archives/tag/sk-gc-americas,Organic Search,5,3,2,2.5,11.5,24,0,0
/global/archives/tag/sk-hi-tech-battery-materials-poland,Organic Search,5,4,4,1.25,17.5,23,0,0
/global/archives/tag/sk-supex-council,Organic Search,5,3,3,1.6666666666666667,18,21,0,0
/global/archives/tag/sk综合化学,Organic Search,5,3,3,1.6666666666666667,30.666666666666668,21,0,0
/global/archives/tag/ulsan-complex,Organic Search,5,6,5,1,14.4,27,0,0
/global/archives/10133,Organic Search,4,5,5,0.8,266.8,16,0,0
/global/archives/10610,Organic Search,4,6,3,1.3333333333333333,0,16,0,0
/global/archives/10767,Organic Search,4,6,4,1,16.25,20,0,0
/global/archives/10802,Organic Search,4,4,4,1,55,19,0,0
/global/archives/11214,Organic Search,4,4,4,1,15.5,18,0,0
/global/archives/11512,Organic Search,4,5,4,1,11,20,0,0
/global/archives/11537,Organic Search,4,8,4,1,9.5,22,0,0
/global/archives/11596,Referral,4,5,4,1,12.5,20,0,0
/global/archives/11830,Direct,4,4,4,1,0,16,0,0
/global/archives/11853,Direct,4,4,4,1,7,16,0,0
/global/archives/12022,Referral,4,4,3,1.3333333333333333,30.666666666666668,13,0,0
/global/archives/12306,Direct,4,5,3,1.3333333333333333,55.333333333333336,21,0,0
/global/archives/12373,Organic Search,4,5,4,1,13.5,17,0,0
/global/archives/12413,Direct,4,6,5,0.8,0,15,0,0
/global/archives/13018,Organic Search,4,4,2,2,48,17,0,0
/global/archives/13513,Organic Search,4,4,3,1.3333333333333333,8.333333333333334,16,0,0
/global/archives/13795,Organic Search,4,4,3,1.3333333333333333,59.666666666666664,19,0,0
/global/archives/13850,Organic Search,4,5,3,1.3333333333333333,56,20,0,0
/global/archives/1425,Organic Search,4,3,3,1.3333333333333333,23.333333333333332,17,0,0
/global/archives/14493,Direct,4,4,2,2,2.5,17,0,0
/global/archives/14493,Referral,4,4,3,1.3333333333333333,150,18,0,0
/global/archives/14688,Organic Search,4,4,4,1,15,20,0,0
/global/archives/14766,Direct,4,3,3,1.3333333333333333,19.666666666666668,14,0,0
/global/archives/15067,Organic Search,4,4,4,1,10.25,17,0,0
/global/archives/15259,Referral,4,3,2,2,5,15,0,0
/global/archives/15430,Organic Search,4,4,4,1,35.75,17,0,0
/global/archives/15462,Direct,4,4,4,1,14,18,0,0
/global/archives/16308,Organic Search,4,6,3,1.3333333333333333,7,21,0,0
/global/archives/16613,Organic Search,4,5,4,1,15.25,17,0,0
/global/archives/16834,Direct,4,3,3,1.3333333333333333,18.333333333333332,17,0,0
/global/archives/16881,Direct,4,4,0,0,0,12,0,0
/global/archives/16881,Paid Search,4,4,0,0,0,10,0,0
/global/archives/16904,Direct,4,5,4,1,14.5,16,0,0
/global/archives/1703,Organic Search,4,3,2,2,87,13,0,0
/global/archives/17144,Organic Search,4,4,4,1,18.25,16,0,0
/global/archives/17426,Organic Social,4,5,2,2,4,16,0,0
/global/archives/17446,Referral,4,4,4,1,44,16,0,0
/global/archives/17623,Direct,4,5,4,1,164.25,16,0,0
/global/archives/17623,Organic Social,4,4,4,1,0,16,0,0
/global/archives/17737,Referral,4,5,4,1,15.25,12,0,0
/global/archives/17931,Direct,4,1,1,4,0,12,0,0
/global/archives/4193,Direct,4,3,1,4,93,15,0,0
/global/archives/4218,Referral,4,3,1,4,181,18,0,0
/global/archives/4812,Organic Search,4,5,4,1,13.5,21,0,0
/global/archives/497,Organic Search,4,4,4,1,118.5,18,0,0
/global/archives/5944,Direct,4,4,3,1.3333333333333333,12,17,0,0
/global/archives/5981,Organic Search,4,5,4,1,2.5,18,0,0
/global/archives/6377,Organic Search,4,5,4,1,39,21,0,0
/global/archives/638,Organic Search,4,5,4,1,21.5,19,0,0
/global/archives/736,Organic Search,4,4,3,1.3333333333333333,3,15,0,0
/global/archives/7670,Organic Search,4,4,3,1.3333333333333333,15.666666666666666,20,0,0
/global/archives/8899,Organic Search,4,5,4,1,59.5,20,0,0
/global/archives/9740,Referral,4,6,4,1,46.75,18,0,0
/global/archives/category/corporates/sk-enmove,Direct,4,4,3,1.3333333333333333,4.333333333333333,18,0,0
/global/archives/category/social-value/opinions,Direct,4,4,4,1,0,15,0,0
/global/archives/category/social-value/social-enterprise,Direct,4,4,4,1,0,16,0,0
/global/archives/tag/2023-q4,Referral,4,2,2,2,7.5,16,0,0
/global/archives/tag/annual-general-meeting-of-shareholders,Organic Search,4,3,3,1.3333333333333333,12.666666666666666,20,0,0
/global/archives/tag/australia,Organic Search,4,1,1,4,31,15,0,0
/global/archives/tag/battery,Organic Search,4,4,4,1,21.25,14,0,0
/global/archives/tag/ccs,Organic Search,4,3,3,1.3333333333333333,7.333333333333333,16,0,0
/global/archives/tag/depolymerization,Organic Search,4,3,2,2,60.5,18,0,0
/global/archives/tag/group-iii-base-oil,Organic Search,4,5,2,2,9,20,0,0
/global/archives/tag/indeung-mountain,Organic Search,4,4,3,1.3333333333333333,27,18,0,0
/global/archives/tag/inobus,Organic Search,4,3,3,1.3333333333333333,10.333333333333334,19,0,0
/global/archives/tag/poland,Organic Search,4,3,3,1.3333333333333333,10.666666666666666,19,0,0
/global/archives/tag/polestar-5,Organic Search,4,1,1,4,6,13,0,0
/global/archives/tag/sk-earthon-shenzhen,Organic Search,4,3,3,1.3333333333333333,17,20,0,0
/global/archives/tag/sk-functional-polymer,Organic Search,4,4,3,1.3333333333333333,12.666666666666666,19,0,0
/global/archives/tag/sk-global-forum,Organic Search,4,3,3,1.3333333333333333,7.333333333333333,18,0,0
/global/archives/tag/sk-innovations-institute-of-environmental-science-technology,Organic Search,4,3,3,1.3333333333333333,17.666666666666668,17,0,0
/global/archives/tag/skbh,Organic Search,4,4,4,1,11,19,0,0
/global/archives/tag/skgca,Organic Search,4,6,3,1.3333333333333333,9.333333333333334,22,0,0
/global/archives/tag/skti,Organic Search,4,4,4,1,1,17,0,0
/global/archives/tag/weixing-chemical,Organic Search,4,2,2,2,8.5,17,0,0
/global/terms-and-conditions,Direct,4,4,2,2,14.5,16,0,0
/global/who-we-are,Direct,4,3,3,1.3333333333333333,40.666666666666664,16,0,0
/global/404,Direct,3,1,1,3,9,13,0,0
/global/archives/10133,Direct,3,3,3,1,10.666666666666666,11,0,0
/global/archives/10897,Organic Search,3,4,3,1,18.333333333333332,12,0,0
/global/archives/10985,Direct,3,3,3,1,56.666666666666664,13,0,0
/global/archives/11010,Organic Search,3,2,2,1.5,23.5,11,0,0
/global/archives/11037,Referral,3,3,3,1,7,10,0,0
/global/archives/11058,Organic Search,3,2,2,1.5,28.5,12,0,0
/global/archives/11400,Organic Search,3,3,3,1,7.666666666666667,15,0,0
/global/archives/11415,Direct,3,6,3,1,0,17,0,0
/global/archives/11683,Organic Search,3,3,3,1,27.666666666666668,11,0,0
/global/archives/1175,Organic Search,3,2,2,1.5,17.5,11,0,0
/global/archives/11830,Organic Search,3,4,3,1,2.3333333333333335,11,0,0
/global/archives/12106,Referral,3,1,1,3,803,10,0,0
/global/archives/1257,Organic Search,3,3,3,1,33,15,0,0
/global/archives/12610,Organic Search,3,3,3,1,66.66666666666667,13,0,0
/global/archives/12692,Direct,3,1,1,3,594,12,0,0
/global/archives/12692,Organic Search,3,3,3,1,70,15,0,0
/global/archives/13153,Organic Search,3,3,3,1,25.666666666666668,14,0,0
/global/archives/13230,Organic Search,3,3,3,1,172,16,0,0
/global/archives/13256,Organic Search,3,3,3,1,74,15,0,0
/global/archives/13327,Organic Search,3,4,3,1,7.333333333333333,15,0,0
/global/archives/13374,Organic Search,3,3,3,1,35.333333333333336,15,0,0
/global/archives/13595,Direct,3,3,3,1,3.3333333333333335,11,0,0
/global/archives/13795,Direct,3,2,2,1.5,0,10,0,0
/global/archives/14400,Organic Search,3,4,3,1,33.333333333333336,16,0,0
/global/archives/14415,Organic Search,3,4,3,1,22.666666666666668,14,0,0
/global/archives/14740,Direct,3,4,3,1,13.333333333333334,13,0,0
/global/archives/14800,Organic Search,3,3,3,1,19.666666666666668,13,0,0
/global/archives/14803,Organic Search,3,2,2,1.5,0,10,0,0
/global/archives/14896,Organic Search,3,2,2,1.5,31,13,0,0
/global/archives/1493,Organic Search,3,3,3,1,14,12,0,0
/global/archives/14962,Organic Search,3,3,3,1,11,12,0,0
/global/archives/15317,Organic Search,3,3,2,1.5,19,15,0,0
/global/archives/15638,Organic Search,3,3,3,1,7.666666666666667,11,0,0
/global/archives/15654,Organic Search,3,3,3,1,20.666666666666668,13,0,0
/global/archives/15902,Organic Search,3,3,3,1,2,13,0,0
/global/archives/16025,Organic Search,3,3,2,1.5,32.5,12,0,0
/global/archives/16154,Referral,3,5,3,1,45.333333333333336,13,0,0
/global/archives/16169,Direct,3,3,3,1,16.666666666666668,11,0,0
/global/archives/16286,Referral,3,3,3,1,16.333333333333332,11,0,0
/global/archives/16448,Referral,3,2,2,1.5,27,10,0,0
/global/archives/16480,Referral,3,5,3,1,17.333333333333332,13,0,0
/global/archives/16563,Organic Search,3,3,3,1,23.333333333333332,13,0,0
/global/archives/16613,Organic Video,3,3,0,0,0,9,0,0
/global/archives/16719,Organic Search,3,3,3,1,34,13,0,0
/global/archives/16939,Referral,3,4,3,1,56,12,0,0
/global/archives/17010,Referral,3,3,3,1,27,12,0,0
/global/archives/17169,Referral,3,4,3,1,48,10,0,0
/global/archives/17446,Organic Social,3,3,3,1,36,12,0,0
/global/archives/17446,Paid Search,3,2,1,3,8,8,0,0
/global/archives/17514,Referral,3,3,3,1,13.666666666666666,11,0,0
/global/archives/17595,Organic Social,3,4,3,1,69.33333333333333,9,0,0
/global/archives/17697,Direct,3,4,3,1,98.66666666666667,11,0,0
/global/archives/17697,Referral,3,2,2,1.5,4.5,10,0,0
/global/archives/17817,Unassigned,3,8,6,0.5,7.666666666666667,12,0,0
/global/archives/17844,Organic Social,3,4,3,1,27.666666666666668,13,0,0
/global/archives/2026,Organic Search,3,3,3,1,6.666666666666667,11,0,0
/global/archives/2280,Organic Search,3,2,2,1.5,10,10,0,0
/global/archives/2448,Organic Search,3,4,3,1,96.66666666666667,16,0,0
/global/archives/3005,Organic Search,3,3,3,1,52,14,0,0
/global/archives/3709,Organic Search,3,3,3,1,45,14,0,0
/global/archives/3726,Organic Search,3,3,2,1.5,14,14,0,0
/global/archives/3820,Referral,3,4,3,1,33.333333333333336,15,0,0
/global/archives/3962,Direct,3,2,2,1.5,0,10,0,0
/global/archives/417,Organic Search,3,3,3,1,16.333333333333332,12,0,0
/global/archives/4309,Organic Search,3,3,3,1,131.66666666666666,15,0,0
/global/archives/5288,Organic Search,3,3,1,3,0,9,0,0
/global/archives/5310,Organic Search,3,4,3,1,1,13,0,0
/global/archives/5609,Organic Search,3,3,3,1,17.333333333333332,14,0,0
/global/archives/5892,Direct,3,3,3,1,0,10,0,0
/global/archives/5893,Organic Search,3,3,3,1,5.333333333333333,14,0,0
/global/archives/631,Organic Search,3,2,2,1.5,25.5,14,0,0
/global/archives/6323,Organic Search,3,3,2,1.5,0,12,0,0
/global/archives/6343,Direct,3,3,2,1.5,3,13,0,0
/global/archives/6462,Organic Search,3,3,3,1,16,14,0,0
/global/archives/6504,Organic Search,3,4,3,1,36,12,0,0
/global/archives/6517,Direct,3,3,3,1,0.3333333333333333,11,0,0
/global/archives/6546,Organic Search,3,3,3,1,26.666666666666668,15,0,0
/global/archives/6857,Direct,3,1,1,3,0,8,0,0
/global/archives/7125,Direct,3,1,1,3,0,8,0,0
/global/archives/7125,Organic Search,3,4,3,1,4.666666666666667,15,0,0
/global/archives/7710,Organic Search,3,3,3,1,91.66666666666667,15,0,0
/global/archives/7794,Organic Search,3,4,3,1,29.333333333333332,12,0,0
/global/archives/7991,Organic Search,3,3,3,1,5.666666666666667,15,0,0
/global/archives/8046,Referral,3,3,3,1,95,16,0,0
/global/archives/8298,Organic Search,3,3,3,1,22,10,0,0
/global/archives/8360,Organic Search,3,3,3,1,17,11,0,0
/global/archives/8846,Organic Search,3,3,3,1,15.666666666666666,11,0,0
/global/archives/9096,Direct,3,4,2,1.5,10.5,13,0,0
/global/archives/9096,Referral,3,4,2,1.5,12,12,0,0
/global/archives/9394,Organic Search,3,4,2,1.5,11,14,0,0
/global/archives/9480,Organic Search,3,3,3,1,13.333333333333334,16,0,0
/global/archives/9695,Organic Search,3,2,2,1.5,49,13,0,0
/global/archives/9837,Organic Search,3,4,2,1.5,2,14,0,0
/global/archives/9893,Organic Search,3,4,2,1.5,6,14,0,0
/global/archives/category/corporate,Direct,3,2,1,3,4,15,0,0
/global/archives/category/corporate/sk-incheon-petrochem,Direct,3,3,3,1,0,12,0,0
/global/archives/tag/ambassadors-spouses-association-in-seoul,Organic Search,3,2,2,1.5,10.5,13,0,0
/global/archives/tag/arc,Organic Search,3,3,3,1,5.333333333333333,15,0,0
/global/archives/tag/best-oil-company,Organic Search,3,3,3,1,7,13,0,0
/global/archives/tag/biofuel,Organic Search,3,3,2,1.5,12,14,0,0
/global/archives/tag/biofuel,Referral,3,1,1,3,31,8,0,0
/global/archives/tag/carbon-to-green,Organic Search,3,2,2,1.5,24,11,0,0
/global/archives/tag/ces-2023,Organic Search,3,4,3,1,6.666666666666667,11,0,0
/global/archives/tag/digital-transformation,Direct,3,3,3,1,0,11,0,0
/global/archives/tag/digital-transformation,Organic Search,3,3,2,1.5,5,15,0,0
/global/archives/tag/georgia,Direct,3,3,3,1,23,12,0,0
/global/archives/tag/greenification,Organic Search,3,1,1,3,95,14,0,0
/global/archives/tag/hydrogen,Organic Search,3,3,3,1,28.666666666666668,11,0,0
/global/archives/tag/india,Organic Search,3,3,3,1,5.333333333333333,16,0,0
/global/archives/tag/lithium-ion-batteries,Organic Search,3,2,2,1.5,12.5,12,0,0
/global/archives/tag/myanmart,Organic Search,3,1,1,3,8,12,0,0
/global/archives/tag/nmc,Organic Search,3,2,2,1.5,6.5,13,0,0
/global/archives/tag/peru,Organic Search,3,2,2,1.5,21,15,0,0
/global/archives/tag/rhee-jang-weon,Organic Search,3,3,3,1,8.333333333333334,16,0,0
/global/archives/tag/sales,Organic Search,3,1,1,3,15,12,0,0
/global/archives/tag/separator,Organic Search,3,3,3,1,8.666666666666666,12,0,0
/global/archives/tag/sk-block-427,Organic Search,3,3,3,1,4.333333333333333,12,0,0
/global/archives/tag/sk-geo-centric,Direct,3,2,1,3,108,13,0,0
/global/archives/tag/sk-lubricants,Referral,3,3,3,1,63.666666666666664,11,0,0
/global/archives/tag/ske,Organic Search,3,3,2,1.5,55,14,0,0
/global/archives/tag/technology,Direct,3,3,3,1,3.3333333333333335,10,0,0
