# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240722
# 종료일: 20240728
페이지 경로 및 화면 클래스,기기 카테고리,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/archives/18546,desktop,375,397,271,1.3837638376383763,59.549815498154985,1676,0,0
/global/archives/18546,mobile,329,296,266,1.236842105263158,19.13157894736842,1297,0,0
/global/,desktop,298,215,164,1.8170731707317074,26.463414634146343,1283,0,0
/global/latestnews,desktop,116,119,75,1.5466666666666666,19.30666666666667,427,0,0
/global/archives/category/press-room/financial-results,desktop,71,53,45,1.5777777777777777,18,295,0,0
/global/archives/category/press-room/press-release,desktop,67,56,45,1.488888888888889,37.17777777777778,262,0,0
/global/archives/17426,desktop,66,54,43,1.5348837209302326,20.697674418604652,276,0,0
/global/archives/category/corporates/sk-innovation,desktop,42,29,26,1.6153846153846154,27.53846153846154,154,0,0
/global/archives/category/corporates,desktop,36,20,18,2,30.833333333333332,143,0,0
/global/archives/category/corporates/sk-enterm,desktop,34,24,17,2,11.294117647058824,140,0,0
/global/archives/category/press-room/press-release,mobile,34,32,32,1.0625,5.65625,135,0,0
/global/archives/category/corporates/sk-on,desktop,33,29,22,1.5,29.272727272727273,133,0,0
/global/archives/18065,desktop,31,25,16,1.9375,34.375,128,0,0
/global/archives/9910,desktop,29,29,19,1.5263157894736843,103.26315789473684,135,0,0
/global/archives/category/press-room,desktop,27,23,15,1.8,25.933333333333334,104,0,0
/global/archives/16834,desktop,25,19,17,1.4705882352941178,43,105,0,0
/global/archives/18478,desktop,24,23,20,1.2,12.5,96,0,0
/global/archives/6216,desktop,24,24,18,1.3333333333333333,68.61111111111111,117,0,0
/global/,mobile,23,16,15,1.5333333333333334,11.4,84,0,0
/global/archives/12022,desktop,22,15,15,1.4666666666666666,28.066666666666666,99,0,0
