# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20241001
# 종료일: 20241031
페이지 경로 및 화면 클래스,세션 새채널그룹,조회수,세션수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총수익
/global/sustainability-report,Organic Search,15,16,12,1.25,11.916666666666666,78,0,0
/global/who-we-are,Organic Search,15,13,12,1.25,17.583333333333332,75,0,0
/global/archives/17313,Organic Search,14,17,12,1.1666666666666667,40,58,0,0
/global/archives/17386,Organic Search,14,14,13,1.0769230769230769,24.846153846153847,69,0,0
/global/archives/18388,Organic Search,14,14,14,1,82.21428571428571,66,0,0
/global/archives/18989,Organic Social,14,15,2,7,0,44,0,0
/global/archives/19328,Direct,14,14,13,1.0769230769230769,9,52,0,0
/global/archives/253,Organic Search,14,14,13,1.0769230769230769,39.46153846153846,65,0,0
/global/archives/7961,Organic Search,14,14,11,1.2727272727272727,20.454545454545453,56,0,0
/global/archives/category/corporates/sk-on,Direct,14,13,10,1.4,118.2,53,0,0
/global/archives/category/insight,Referral,14,12,11,1.2727272727272727,15.272727272727273,54,0,0
/global/archives/12008,Organic Search,13,15,12,1.0833333333333333,16.5,62,0,0
/global/archives/13748,Organic Search,13,13,9,1.4444444444444444,62.77777777777778,55,0,0
/global/archives/14193,Organic Search,13,14,13,1,33.92307692307692,63,0,0
/global/archives/14770,Organic Search,13,13,11,1.1818181818181819,9.909090909090908,52,0,0
/global/archives/15574,Organic Search,13,13,12,1.0833333333333333,20.666666666666668,54,0,0
/global/archives/15610,Organic Search,13,13,12,1.0833333333333333,11.666666666666666,64,0,0
/global/archives/16787,Direct,13,16,14,0.9285714285714286,5.642857142857143,48,0,0
/global/archives/17893,Organic Search,13,15,12,1.0833333333333333,31.333333333333332,57,0,0
/global/archives/17950,Organic Search,13,12,12,1.0833333333333333,25.833333333333332,58,0,0
/global/archives/5892,Organic Search,13,13,11,1.1818181818181819,28.272727272727273,62,0,0
/global/archives/category/corporate/sk-on,Referral,13,10,2,6.5,99,54,0,0
/global/archives/category/people/sustainability,Organic Search,13,10,9,1.4444444444444444,85.88888888888889,50,0,0
/global/archives/tag/sk-energy-americas,Organic Search,13,8,8,1.625,15,60,0,0
/global/archives/tag/sk-hi-tech-battery-materials-poland,Organic Search,13,10,10,1.3,8.7,53,0,0
/global/archives/16480,Organic Search,12,13,12,1,18.833333333333332,60,0,0
/global/archives/16719,Organic Search,12,14,12,1,54.416666666666664,56,0,0
/global/archives/17022,Organic Search,12,13,12,1,11.416666666666666,59,0,0
/global/archives/18690,Organic Search,12,11,10,1.2,23.5,48,0,0
/global/archives/18770,Referral,12,13,10,1.2,21.4,47,0,0
/global/archives/19095,Direct,12,13,11,1.0909090909090908,47.63636363636363,50,0,0
/global/archives/19268,Organic Search,12,10,9,1.3333333333333333,7.555555555555555,39,0,0
/global/archives/4308,Organic Search,12,13,8,1.5,22.25,48,0,0
/global/archives/4751,Organic Search,12,11,10,1.2,491.8,50,0,0
/global/archives/6216,Direct,12,13,11,1.0909090909090908,90.36363636363636,53,0,0
/global/archives/6343,Organic Search,12,14,12,1,30.833333333333332,60,0,0
/global/archives/category/corporates/sk-geo-centric,Referral,12,8,8,1.5,52.75,44,0,0
/global/archives/category/corporates/sk-incheon-petrochem,Organic Search,12,10,10,1.2,17.2,47,0,0
/global/archives/category/corporates/sk-rading-international,Organic Search,12,8,8,1.5,9.625,44,0,0
/global/archives/1058,Organic Search,11,11,9,1.2222222222222223,24,49,0,0
/global/archives/12688,Organic Search,11,11,9,1.2222222222222223,27.22222222222222,47,0,0
/global/archives/14354,Organic Search,11,10,8,1.375,25.75,45,0,0
/global/archives/14415,Organic Search,11,6,6,1.8333333333333333,65.66666666666667,42,0,0
/global/archives/15760,Organic Search,11,12,11,1,34.72727272727273,54,0,0
/global/archives/16060,Referral,11,12,10,1.1,43.7,52,0,0
/global/archives/16286,Organic Search,11,11,10,1.1,80,47,0,0
/global/archives/17499,Direct,11,11,11,1,38.54545454545455,46,0,0
/global/archives/18140,Direct,11,11,1,11,0,32,0,0
/global/archives/18140,Organic Search,11,7,7,1.5714285714285714,70.42857142857143,39,0,0
/global/archives/18989,Direct,11,11,10,1.1,76.8,45,0,0
/global/archives/19108,Direct,11,17,9,1.2222222222222223,102.55555555555556,50,0,0
/global/archives/19230,Organic Social,11,11,8,1.375,17.5,49,0,0
/global/archives/6014,Organic Search,11,16,6,1.8333333333333333,7.166666666666667,48,0,0
/global/archives/7596,Organic Search,11,10,10,1.1,18.6,47,0,0
/global/archives/7761,Organic Search,11,13,9,1.2222222222222223,72.44444444444444,48,0,0
/global/archives/8400,Organic Search,11,9,7,1.5714285714285714,18.571428571428573,48,0,0
/global/archives/9509,Organic Search,11,11,9,1.2222222222222223,45.888888888888886,50,0,0
/global/archives/9695,Organic Search,11,10,9,1.2222222222222223,20.555555555555557,53,0,0
/global/archives/9709,Organic Search,11,11,10,1.1,21.2,49,0,0
/global/archives/9740,Direct,11,11,8,1.375,80.875,47,0,0
/global/archives/9910,Direct,11,10,8,1.375,18,48,0,0
/global/archives/category/insight/trend_report,Direct,11,7,4,2.75,120.75,38,0,0
/global/archives/tag/2024-q2,Organic Search,11,3,3,3.6666666666666665,18,44,0,0
/global/archives/tag/green-bonds,Organic Search,11,8,6,1.8333333333333333,11.166666666666666,43,0,0
/global/archives/tag/skeo,Organic Search,11,9,7,1.5714285714285714,23.714285714285715,50,0,0
/global/archives/10133,Organic Search,10,10,9,1.1111111111111112,16.88888888888889,45,0,0
/global/archives/10872,Organic Search,10,12,6,1.6666666666666667,45.5,45,0,0
/global/archives/11004,Direct,10,9,7,1.4285714285714286,38.285714285714285,44,0,0
/global/archives/14065,Direct,10,10,5,2,10.4,34,0,0
/global/archives/14243,Organic Search,10,10,7,1.4285714285714286,4.857142857142857,34,0,0
/global/archives/14688,Organic Search,10,8,7,1.4285714285714286,51.857142857142854,45,0,0
/global/archives/15103,Organic Search,10,10,8,1.25,21.625,48,0,0
/global/archives/15353,Organic Search,10,10,10,1,17.9,46,0,0
/global/archives/15409,Organic Search,10,14,7,1.4285714285714286,100.85714285714286,43,0,0
/global/archives/15840,Organic Search,10,13,9,1.1111111111111112,31,49,0,0
/global/archives/16787,Organic Search,10,10,8,1.25,66.75,45,0,0
/global/archives/16939,Organic Search,10,10,9,1.1111111111111112,23.22222222222222,48,0,0
/global/archives/16970,Organic Search,10,12,8,1.25,14.875,50,0,0
/global/archives/18022,Direct,10,7,7,1.4285714285714286,39.285714285714285,38,0,0
/global/archives/18436,Referral,10,13,9,1.1111111111111112,19.666666666666668,54,0,0
/global/archives/18546,Organic Social,10,13,6,1.6666666666666667,2.6666666666666665,43,0,0
/global/archives/19349,Referral,10,9,9,1.1111111111111112,14.555555555555555,31,0,0
/global/archives/3674,Organic Search,10,12,8,1.25,2.125,45,0,0
/global/archives/4146,Organic Search,10,8,7,1.4285714285714286,50.142857142857146,46,0,0
/global/archives/7302,Organic Search,10,9,8,1.25,27.75,41,0,0
/global/archives/7445,Referral,10,1,1,10,107,40,0,0
/global/archives/7740,Organic Search,10,11,7,1.4285714285714286,24,45,0,0
/global/archives/8067,Organic Search,10,8,8,1.25,62.25,48,0,0
/global/archives/8383,Organic Search,10,8,8,1.25,22.5,37,0,0
/global/archives/9668,Organic Search,10,10,9,1.1111111111111112,19.22222222222222,46,0,0
/global/archives/tag/sk-primacor-europe,Organic Search,10,8,7,1.4285714285714286,22.857142857142858,46,0,0
/global/archives/tag/sustainability-report,Direct,10,10,10,1,3,50,0,0
/global/archives/tag/ulsan-complex,Organic Search,10,8,8,1.25,13,44,0,0
/global/archives/10835,Organic Search,9,9,7,1.2857142857142858,28.285714285714285,35,0,0
/global/archives/11087,Referral,9,9,9,1,65.88888888888889,43,0,0
/global/archives/12190,Organic Search,9,8,8,1.125,26.625,39,0,0
/global/archives/12692,Organic Search,9,10,8,1.125,22,47,0,0
/global/archives/12950,Organic Search,9,12,8,1.125,14.375,43,0,0
/global/archives/13130,Referral,9,4,2,4.5,38,30,0,0
/global/archives/14788,Organic Search,9,10,7,1.2857142857142858,16,38,0,0
/global/archives/15664,Direct,9,8,7,1.2857142857142858,26.571428571428573,45,0,0
/global/archives/16834,Direct,9,9,9,1,5.666666666666667,38,0,0
/global/archives/17697,Organic Search,9,10,9,1,47.111111111111114,46,0,0
/global/archives/17844,Organic Search,9,9,7,1.2857142857142858,9.857142857142858,39,0,0
/global/archives/17978,Organic Search,9,9,9,1,112.88888888888889,38,0,0
/global/archives/18167,Organic Search,9,10,5,1.8,37.6,46,0,0
/global/archives/18639,Organic Search,9,9,9,1,32.22222222222222,45,0,0
/global/archives/18708,Organic Search,9,9,8,1.125,31.5,38,0,0
/global/archives/19045,Organic Social,9,9,5,1.8,12.8,33,0,0
/global/archives/2329,Organic Search,9,10,7,1.2857142857142858,22.142857142857142,43,0,0
